ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Ordered,Time_Order_Picked,Weather_conditions,Road_traffic_density,Type_of_vehicle
ORD002981,DP0254,30,3.7,12.909285,77.727669,13.188604,77.406835,27-11-2023,00:18:00,00:20:00,sunny,high,scooter
ORD002982,DP0025,26,3.6,12.900307,77.634778,12.872172,77.402372,27-11-2023,03:03:00,03:06:00,sunny,high,bike
ORD002983,DP0447,18,3.1,12.923175,77.532313,12.824843,77.796752,27-11-2023,03:06:00,03:14:00,sunny,medium,bicycle
ORD002984,DP0007,33,4.5,13.056948,77.579517,13.024436,77.488001,27-11-2023,03:37:00,03:42:00,rainy,medium,bike
ORD002985,DP0353,25,4.8,13.08528,77.654091,13.119913,77.773359,27-11-2023,04:37:00,04:40:00,windy,medium,scooter
ORD002986,DP0294,27,4.2,12.927932,77.462358,12.890896,77.694969,27-11-2023,04:59:00,05:02:00,foggy,high,scooter
ORD002987,DP0218,31,4.9,13.118666,77.483392,13.096205,77.516835,28-11-2023,05:54:00,05:56:00,rainy,low,bike
ORD002988,DP0318,27,3.2,13.139727,77.670612,12.890381,77.575923,28-11-2023,16:21:00,16:27:00,sunny,medium,bike
ORD002989,DP0033,19,3.7,13.086773,77.524765,12.955842,77.403927,28-11-2023,16:59:00,17:01:00,sunny,low,bike
ORD002990,DP0379,30,3.5,12.99309,77.726942,12.817695,77.49519,28-11-2023,17:42:00,17:46:00,sunny,medium,scooter
ORD002991,DP0164,27,3.6,12.993244,77.588863,12.867253,77.63605,28-11-2023,18:43:00,18:50:00,sunny,high,scooter
ORD002992,DP0319,23,3.3,13.038183,77.673114,13.027194,77.558447,28-11-2023,22:42:00,22:48:00,cloudy,medium,bicycle
ORD002993,DP0292,32,4.8,13.111568,77.665515,13.060718,77.501808,28-11-2023,05:19:00,05:22:00,rainy,high,bike
ORD002994,DP0098,21,4.9,13.122634,77.600024,13.063458,77.429785,29-11-2023,06:16:00,06:23:00,foggy,medium,scooter
ORD002995,DP0359,19,4.1,13.121251000000001,77.453316,12.930947,77.526724,29-11-2023,06:32:00,06:35:00,sunny,medium,bike
ORD002996,DP0413,26,4.4,12.9094,77.657603,12.858182,77.451241,29-11-2023,09:37:00,09:42:00,rainy,high,scooter
ORD002997,DP0358,33,4.8,12.915577,77.522034,12.960752,77.753111,29-11-2023,13:17:00,13:21:00,sunny,high,bike
ORD002998,DP0218,26,3.8,13.007043,77.663721,12.902465,77.472083,29-11-2023,13:32:00,13:35:00,rainy,high,scooter
ORD002999,DP0315,24,3.4,13.11071,77.702284,13.137513,77.461215,29-11-2023,14:02:00,14:05:00,cloudy,medium,scooter
ORD003000,DP0320,19,4.2,13.099558,77.63415,13.131517,77.464853,29-11-2023,16:53:00,16:57:00,sunny,high,scooter
ORD003001,DP0012,30,3.1,13.031705,77.491262,12.926779,77.732007,29-11-2023,17:14:00,17:18:00,sunny,high,bike
ORD003002,DP0194,22,3.4,13.005017,77.548999,13.194419,77.585445000000007,29-11-2023,17:30:00,17:36:00,cloudy,medium,bike
ORD003003,DP0380,30,4.3,13.028992,77.540831,12.820173,77.558189,29-11-2023,18:14:00,18:17:00,cloudy,medium,scooter
ORD003004,DP0239,30,4.6,12.9522,77.529987,12.884358,77.797329,29-11-2023,23:13:00,23:17:00,cloudy,low,bike
ORD003005,DP0214,18,4.3,13.106283,77.624455,12.888506,77.422165,29-11-2023,01:23:00,01:31:00,cloudy,high,scooter
ORD003006,DP0419,22,4,13.124643,77.49183,13.073795,77.447791,29-11-2023,01:41:00,01:43:00,sunny,jam,bicycle
ORD003007,DP0331,25,3.8,13.090062,77.505054,12.97664,77.723988,29-11-2023,03:05:00,03:11:00,rainy,high,scooter
ORD003008,DP0381,19,4.2,13.060908,77.68592,12.859691,77.65081,30-11-2023,06:23:00,06:27:00,sunny,medium,bicycle
ORD003009,DP0065,21,4.2,12.925074,77.592605,12.855947,77.676929,30-11-2023,10:18:00,10:23:00,sunny,high,scooter
ORD003010,DP0374,29,4.1,13.072332,77.710814,13.074904,77.599548,30-11-2023,21:47:00,21:50:00,sunny,medium,bike
ORD003011,DP0339,30,4,13.032162,77.666758,13.126559,77.437579,30-11-2023,02:38:00,02:45:00,windy,medium,bike
ORD003012,DP0070,34,5,13.148486,77.484932,12.897122,77.49367,30-11-2023,05:19:00,05:27:00,rainy,medium,bike
ORD003013,DP0122,30,3.7,12.912197,77.4828,12.983777,77.669568,01-12-2023,07:39:00,07:45:00,sunny,high,scooter
ORD003014,DP0294,33,3.3,13.021925,77.509861,13.142147,77.611138,01-12-2023,10:56:00,11:02:00,sunny,medium,scooter
ORD003015,DP0100,27,4.1,13.091515,77.661604,13.01965,77.688955000000007,01-12-2023,11:24:00,11:30:00,cloudy,high,bike
ORD003016,DP0244,27,3.7,13.003175,77.60157,12.957207,77.700647,01-12-2023,11:43:00,11:48:00,sunny,medium,scooter
ORD003017,DP0434,26,3.1,12.851314,77.484241,12.930216,77.585395,01-12-2023,18:24:00,18:30:00,cloudy,medium,bike
ORD003018,DP0069,27,4,13.083759,77.477536,12.99393,77.604649,01-12-2023,21:15:00,21:19:00,cloudy,jam,scooter
ORD003019,DP0067,33,3.7,12.967936,77.459218,12.801466,77.409983,01-12-2023,23:36:00,23:39:00,rainy,low,bike
ORD003020,DP0465,36,4.4,13.056251,77.472583,12.874463,77.467118,01-12-2023,00:59:00,01:03:00,cloudy,medium,scooter
ORD003021,DP0461,35,4.8,12.906052,77.730707,13.006293,77.707857,01-12-2023,02:26:00,02:32:00,sunny,medium,scooter
ORD003022,DP0268,26,4.7,12.937596,77.571057,13.191228,77.648336,02-12-2023,08:49:00,08:53:00,sunny,high,bike
ORD003023,DP0360,28,4.3,13.081719,77.4814,13.031398,77.69228,02-12-2023,09:52:00,09:56:00,sunny,low,scooter
ORD003024,DP0371,34,3.4,12.937367,77.591972,13.022949,77.60046,02-12-2023,21:17:00,21:22:00,sunny,high,scooter
ORD003025,DP0123,28,4.3,12.862584,77.73517,13.071887,77.652008,02-12-2023,00:54:00,00:57:00,foggy,low,scooter
ORD003026,DP0276,25,4,12.941789,77.636187,13.147407,77.64838,02-12-2023,04:05:00,04:12:00,foggy,medium,bike
ORD003027,DP0436,28,4.1,12.881172,77.580056,13.110437,77.73868,03-12-2023,06:29:00,06:37:00,sunny,high,bike
ORD003028,DP0268,25,5,12.853537,77.552862,13.011196,77.585771,03-12-2023,07:06:00,07:12:00,foggy,medium,bike
ORD003029,DP0395,21,4.5,12.987998,77.707468,12.831485,77.634776,03-12-2023,07:45:00,07:51:00,sunny,medium,scooter
ORD003030,DP0423,27,4.5,12.970133,77.558439,13.111127,77.515123,03-12-2023,07:54:00,07:57:00,windy,low,bike
ORD003031,DP0120,32,4.4,12.93624,77.719688,12.992842,77.507289,03-12-2023,14:16:00,14:22:00,sunny,high,bike
ORD003032,DP0007,40,4,13.139049,77.606322,13.040092,77.755827,03-12-2023,00:20:00,00:26:00,sunny,medium,scooter
ORD003033,DP0478,22,4.4,13.142423,77.583756,13.093059,77.412763,03-12-2023,01:57:00,02:00:00,sunny,medium,bike
ORD003034,DP0008,35,3.8,13.142414,77.514307,12.874909,77.43399,03-12-2023,02:47:00,02:54:00,windy,low,bike
ORD003035,DP0142,26,4.3,13.143241,77.544156,12.97401,77.793785,03-12-2023,04:42:00,04:50:00,cloudy,medium,bike
ORD003036,DP0243,25,3.4,12.891081,77.471206,13.062297,77.474475,03-12-2023,04:48:00,04:55:00,sunny,medium,bike
ORD003037,DP0100,27,3.8,13.013815,77.506668,12.991032,77.743613,03-12-2023,04:51:00,04:57:00,sunny,high,bike
ORD003038,DP0403,28,4.8,13.001352,77.52288,12.946736,77.727154,04-12-2023,05:43:00,05:50:00,sunny,low,bike
ORD003039,DP0429,35,3.5,13.010217,77.592489,12.842329,77.772709,04-12-2023,08:28:00,08:31:00,cloudy,low,bike
ORD003040,DP0050,23,4.2,12.979587,77.635687,13.112730000000001,77.621203,04-12-2023,12:55:00,13:03:00,cloudy,low,scooter
ORD003041,DP0356,21,3.1,12.893683,77.720338,13.130963,77.525547,04-12-2023,15:28:00,15:31:00,cloudy,low,bike
ORD003042,DP0321,31,3.5,12.975303,77.54133,12.897022,77.501293,04-12-2023,23:06:00,23:12:00,cloudy,high,scooter
ORD003043,DP0117,30,4.1,12.999338,77.507436,12.951975,77.568523,04-12-2023,23:16:00,23:23:00,sunny,high,scooter
ORD003044,DP0136,32,3.7,13.14029,77.563982,13.009226,77.721647,04-12-2023,23:19:00,23:24:00,rainy,medium,bike
ORD003045,DP0035,21,5,13.07255,77.472567,12.893144,77.608074,05-12-2023,11:48:00,11:53:00,sunny,high,scooter
ORD003046,DP0220,35,3.3,13.092542,77.45124,13.110167,77.643327,05-12-2023,15:26:00,15:30:00,sunny,high,scooter
ORD003047,DP0115,18,4.7,12.995169,77.551268,12.849046,77.489121,05-12-2023,17:03:00,17:10:00,foggy,medium,scooter
ORD003048,DP0098,22,3.1,12.901655,77.727763,12.988397,77.722898,05-12-2023,22:46:00,22:53:00,sunny,medium,scooter
ORD003049,DP0118,22,3.6,12.940815,77.493649,12.901676,77.661451,05-12-2023,23:41:00,23:43:00,cloudy,high,bicycle
ORD003050,DP0133,18,4.7,13.027168,77.64324,13.043562,77.487823,05-12-2023,01:07:00,01:13:00,sunny,medium,bike
ORD003051,DP0485,33,4.4,12.860729,77.585659,12.816843,77.643989,05-12-2023,01:36:00,01:42:00,sunny,high,scooter
ORD003052,DP0318,20,3.6,13.035088,77.605873,12.949493,77.553714,05-12-2023,03:30:00,03:36:00,windy,high,bike
ORD003053,DP0492,28,4.9,12.859793,77.695307,12.810088,77.40054,05-12-2023,03:31:00,03:37:00,rainy,high,bike
ORD003054,DP0087,30,3.2,12.918393,77.516498,12.827687,77.563623,06-12-2023,08:35:00,08:41:00,cloudy,high,bicycle
ORD003055,DP0095,20,3.3,12.902,77.718767,13.053629,77.624326,06-12-2023,13:34:00,13:39:00,cloudy,medium,bike
ORD003056,DP0009,29,3.1,12.945323,77.732929,13.107142,77.569998,06-12-2023,14:43:00,14:51:00,sunny,high,scooter
ORD003057,DP0175,31,4.6,12.8635,77.468796,13.1637,77.684961,06-12-2023,20:43:00,20:48:00,rainy,high,bike
ORD003058,DP0467,29,3.6,13.043814,77.698195,13.137282,77.619056,06-12-2023,21:30:00,21:35:00,cloudy,low,bike
ORD003059,DP0018,27,4.8,13.005727,77.549948,12.966303,77.744673,06-12-2023,23:21:00,23:28:00,sunny,medium,bicycle
ORD003060,DP0387,18,3.3,13.008126,77.48673,12.80739,77.555307,06-12-2023,00:35:00,00:37:00,windy,medium,bicycle
ORD003061,DP0254,36,4,13.026843,77.698482,13.055699,77.609214,07-12-2023,08:39:00,08:46:00,rainy,medium,bike
ORD003062,DP0189,31,4.7,13.129489,77.48633,12.801415,77.432632,07-12-2023,09:18:00,09:24:00,cloudy,medium,bike
ORD003063,DP0054,29,3.4,13.05232,77.564215,12.956913,77.582548,07-12-2023,13:02:00,13:08:00,cloudy,high,bicycle
ORD003064,DP0032,27,3,13.0521,77.487001,12.838212,77.542549,07-12-2023,14:43:00,14:51:00,windy,medium,scooter
ORD003065,DP0395,28,4.8,12.865692,77.687558,12.942148,77.619809,07-12-2023,15:05:00,15:09:00,rainy,medium,bicycle
ORD003066,DP0019,23,4.3,12.908312,77.556845,13.135774,77.639085,07-12-2023,05:05:00,05:12:00,cloudy,medium,bike
ORD003067,DP0464,24,3.1,12.855156,77.61156,12.849915,77.733891,08-12-2023,07:46:00,07:50:00,foggy,high,scooter
ORD003068,DP0299,28,3.6,13.077419,77.526989,13.131539,77.566791,08-12-2023,10:43:00,10:50:00,cloudy,medium,scooter
ORD003069,DP0493,36,3.5,13.041043,77.475567,12.879567,77.628628,08-12-2023,11:42:00,11:46:00,cloudy,medium,bike
ORD003070,DP0218,29,4.6,13.054616,77.727039,13.038774,77.481756,08-12-2023,11:49:00,11:53:00,sunny,low,bike
ORD003071,DP0273,26,4.9,12.856835,77.749903,12.874275,77.520979,08-12-2023,19:14:00,19:20:00,sunny,medium,scooter
ORD003072,DP0098,29,4.3,12.909226,77.640134,12.888594,77.668124,08-12-2023,02:34:00,02:39:00,sunny,low,bike
ORD003073,DP0194,22,3.7,13.080824,77.538441,13.13295,77.440033,09-12-2023,05:42:00,05:47:00,sunny,medium,bike
ORD003074,DP0363,25,4.8,12.882092,77.687651,12.877917,77.682358,09-12-2023,06:24:00,06:27:00,sunny,high,bike
ORD003075,DP0455,28,3.4,13.016685,77.553297,12.928513,77.687403,09-12-2023,10:41:00,10:45:00,cloudy,medium,scooter
ORD003076,DP0110,33,3,12.961375,77.747489,12.845699,77.770906,09-12-2023,17:54:00,18:00:00,cloudy,medium,bike
ORD003077,DP0064,30,3.1,12.949824,77.640363,13.159233,77.5712,09-12-2023,18:40:00,18:42:00,foggy,low,bike
ORD003078,DP0172,32,4.9,12.914934,77.569573,12.893412,77.592726,09-12-2023,18:55:00,19:02:00,sunny,jam,bike
ORD003079,DP0012,29,4.4,12.95337,77.717137,12.849759,77.428233,09-12-2023,20:48:00,20:54:00,cloudy,medium,bike
ORD003080,DP0125,24,4.8,12.997921,77.675351,12.899985,77.691035,09-12-2023,21:47:00,21:53:00,sunny,high,bike
ORD003081,DP0017,29,4.9,12.931709,77.716303,12.869475,77.658108,09-12-2023,22:28:00,22:32:00,sunny,low,bike
ORD003082,DP0381,26,4.4,13.111557,77.646225,13.084845,77.497735,10-12-2023,06:43:00,06:50:00,foggy,medium,bike
ORD003083,DP0402,26,4.1,13.006016,77.690237,13.143578,77.761704,10-12-2023,08:33:00,08:40:00,rainy,high,scooter
ORD003084,DP0253,27,4.7,13.008997,77.577484,12.80247,77.65657,10-12-2023,11:11:00,11:14:00,rainy,jam,bike
ORD003085,DP0471,35,4.9,13.055798,77.545754,13.109703,77.574027,10-12-2023,20:00:00,20:04:00,sunny,low,bike
ORD003086,DP0123,20,4.6,13.105493,77.632516,13.078241,77.589859,10-12-2023,23:17:00,23:19:00,windy,low,bike
ORD003087,DP0088,33,3.9,13.102046,77.553201,12.937345,77.65355,10-12-2023,04:49:00,04:54:00,sunny,jam,bike
ORD003088,DP0317,26,3.4,12.894867,77.689979,12.865576,77.536655,10-12-2023,05:13:00,05:17:00,cloudy,low,bike
ORD003089,DP0277,36,4,12.963136,77.627735,13.059339,77.426874,11-12-2023,06:10:00,06:12:00,foggy,high,bike
ORD003090,DP0386,25,4.4,12.927332,77.728621,12.835543,77.445434,11-12-2023,10:05:00,10:13:00,sunny,high,scooter
ORD003091,DP0199,29,3.2,13.090293,77.599851,13.1624,77.611218,11-12-2023,13:50:00,13:55:00,sunny,low,bike
ORD003092,DP0362,32,4.9,13.110973,77.58353,13.064791,77.535079,11-12-2023,16:38:00,16:43:00,cloudy,medium,bike
ORD003093,DP0013,27,4.1,13.023993,77.683374,12.94178,77.510052,11-12-2023,21:35:00,21:40:00,rainy,jam,bicycle
ORD003094,DP0190,31,3.6,13.09218,77.640299,12.858485,77.48233,11-12-2023,02:28:00,02:30:00,sunny,low,scooter
ORD003095,DP0166,32,4.4,12.998189,77.470742,12.897591,77.725386,12-12-2023,05:42:00,05:49:00,sunny,low,scooter
ORD003096,DP0428,33,3.9,13.090474,77.601527,13.010105,77.600295,12-12-2023,15:44:00,15:51:00,sunny,high,scooter
ORD003097,DP0361,34,3.4,13.053092,77.548471,13.142342,77.418814,12-12-2023,16:05:00,16:08:00,sunny,high,bike
ORD003098,DP0100,27,5,12.918978,77.563343,12.933688,77.463121,12-12-2023,17:34:00,17:40:00,cloudy,high,bike
ORD003099,DP0404,33,3,13.058066,77.660268,13.189054,77.529071,12-12-2023,18:44:00,18:48:00,sunny,high,bike
ORD003100,DP0114,22,3.4,12.873473,77.747109,13.145978,77.531199,12-12-2023,05:24:00,05:29:00,sunny,medium,bike
ORD003101,DP0139,25,3.1,12.987091,77.745916,12.910302,77.568687,13-12-2023,13:25:00,13:28:00,cloudy,medium,scooter
ORD003102,DP0330,29,4.9,13.00957,77.573736,13.07865,77.671154,13-12-2023,18:05:00,18:08:00,sunny,jam,bike
ORD003103,DP0404,31,3.7,12.933715,77.710205,12.914876,77.441611,13-12-2023,18:23:00,18:28:00,cloudy,medium,scooter
ORD003104,DP0241,32,3.9,13.053253,77.703934,12.886919,77.510014,13-12-2023,03:14:00,03:20:00,sunny,low,scooter
ORD003105,DP0224,31,3.2,13.019389,77.661248,13.031697,77.531501,13-12-2023,03:57:00,04:00:00,rainy,medium,bike
ORD003106,DP0471,23,4.9,12.900086,77.552826,13.030481,77.471175,13-12-2023,04:36:00,04:41:00,windy,medium,scooter
ORD003107,DP0098,23,3,13.102593,77.475855,12.956543,77.576428,14-12-2023,09:33:00,09:39:00,cloudy,medium,scooter
ORD003108,DP0055,30,4.9,12.990327,77.652014,12.876426,77.760617,14-12-2023,12:53:00,13:00:00,sunny,medium,bike
ORD003109,DP0296,21,3,12.973906,77.511901,12.938502,77.527157,14-12-2023,16:15:00,16:17:00,rainy,medium,bike
ORD003110,DP0255,24,3.7,12.956852,77.622095,13.070873,77.560115,14-12-2023,19:21:00,19:25:00,sunny,low,bike
ORD003111,DP0354,31,3.2,13.100567,77.6583,12.893761,77.411291,14-12-2023,21:25:00,21:30:00,sunny,high,bike
ORD003112,DP0055,31,3.7,12.989443,77.668523,13.032579,77.457855,14-12-2023,04:36:00,04:39:00,cloudy,high,bike
ORD003113,DP0251,27,4.8,12.865822,77.563258,13.17912,77.660596,15-12-2023,05:45:00,05:50:00,sunny,medium,bike
ORD003114,DP0195,33,3.7,12.874349,77.569861,12.894326,77.562873,15-12-2023,06:03:00,06:07:00,rainy,high,bike
ORD003115,DP0075,31,3.2,12.932409,77.673104,13.079208,77.653242,15-12-2023,07:30:00,07:37:00,rainy,medium,bike
ORD003116,DP0138,24,3.8,12.986395,77.573842,12.933246,77.722534,15-12-2023,07:51:00,07:57:00,sunny,high,bike
ORD003117,DP0017,21,3.2,13.099544,77.669629,12.931013,77.706536,15-12-2023,08:31:00,08:39:00,sunny,medium,bike
ORD003118,DP0318,33,3.9,12.944117,77.499766,12.817234,77.614181,15-12-2023,11:52:00,11:55:00,cloudy,medium,scooter
ORD003119,DP0121,31,3.6,13.032634,77.476331,12.883681,77.786192,15-12-2023,23:54:00,23:58:00,foggy,high,bicycle
ORD003120,DP0113,39,3.9,12.851502,77.739835,13.118751,77.516478,15-12-2023,02:18:00,02:26:00,sunny,high,bike
ORD003121,DP0450,25,3.9,12.94179,77.718046,12.919322,77.41702,16-12-2023,05:31:00,05:39:00,cloudy,medium,bike
ORD003122,DP0035,30,5,13.040452,77.691132,12.957906,77.774211,16-12-2023,05:54:00,06:00:00,windy,medium,scooter
ORD003123,DP0387,40,3.1,13.053217,77.715481,13.153319,77.728112,16-12-2023,11:01:00,11:03:00,sunny,medium,bike
ORD003124,DP0028,27,3.7,13.033589,77.695434,12.945685,77.450726,16-12-2023,12:36:00,12:40:00,cloudy,high,bike
ORD003125,DP0125,30,3.4,13.107185,77.464651,13.138349,77.764262,16-12-2023,13:53:00,13:56:00,sunny,medium,bike
ORD003126,DP0394,18,4.5,13.147807,77.575358,12.846609,77.72627,16-12-2023,19:36:00,19:40:00,sunny,low,bike
ORD003127,DP0310,24,4.7,13.041145,77.68562,12.895576,77.71242,16-12-2023,21:56:00,22:01:00,rainy,high,bike
ORD003128,DP0030,31,4.8,12.943781,77.72063,12.864125,77.511994,16-12-2023,00:09:00,00:12:00,sunny,high,bike
ORD003129,DP0257,27,3.8,13.075192,77.624775,13.044464,77.537881,16-12-2023,01:31:00,01:37:00,cloudy,jam,bike
ORD003130,DP0239,33,3.1,13.131323,77.735356,13.148355,77.593716,16-12-2023,04:06:00,04:09:00,rainy,high,bike
ORD003131,DP0044,30,4.7,12.869814,77.50662,13.123753,77.722391,17-12-2023,06:55:00,06:59:00,sunny,jam,scooter
ORD003132,DP0448,25,3.7,13.019454,77.489951,12.827856,77.555944,17-12-2023,16:26:00,16:31:00,foggy,low,scooter
ORD003133,DP0448,24,3.7,12.859394,77.522608,13.034989,77.631964,17-12-2023,17:06:00,17:09:00,rainy,medium,bike
ORD003134,DP0268,26,3.9,13.060486,77.55908,12.979972,77.768316,17-12-2023,19:36:00,19:42:00,sunny,medium,bike
ORD003135,DP0041,33,4,13.083013,77.733662,12.898804,77.728204,17-12-2023,23:37:00,23:43:00,sunny,medium,bike
ORD003136,DP0192,30,3,12.909764,77.533175,13.124785,77.402072,17-12-2023,01:37:00,01:43:00,cloudy,jam,bike
ORD003137,DP0164,32,4.4,12.907809,77.591263,12.997052,77.535776,18-12-2023,06:33:00,06:40:00,sunny,low,bike
ORD003138,DP0455,30,4.8,12.928651,77.738257,12.96182,77.453183,18-12-2023,06:50:00,06:54:00,sunny,jam,scooter
ORD003139,DP0391,18,3.6,13.12616,77.507562,12.895838,77.415037,18-12-2023,07:07:00,07:11:00,sunny,high,scooter
ORD003140,DP0168,32,3.5,12.893913,77.508775,12.804879,77.54145,18-12-2023,09:02:00,09:09:00,foggy,high,bike
ORD003141,DP0130,27,4.5,12.964825,77.555335,12.882253,77.560904,18-12-2023,09:19:00,09:25:00,sunny,medium,scooter
ORD003142,DP0005,27,4.2,12.887289,77.664077,12.929725,77.704447,18-12-2023,10:48:00,10:55:00,sunny,medium,bike
ORD003143,DP0111,36,4.1,13.001955,77.701356,12.934988,77.515557,18-12-2023,13:19:00,13:25:00,sunny,low,bike
ORD003144,DP0263,26,3.3,12.949781,77.577839,13.111583,77.575298,18-12-2023,13:28:00,13:34:00,rainy,medium,bike
ORD003145,DP0038,18,4.1,13.116452,77.463353,13.145092,77.727835,18-12-2023,17:22:00,17:26:00,cloudy,low,bike
ORD003146,DP0264,27,4.1,13.059383,77.659539,12.90277,77.405127,18-12-2023,17:50:00,17:56:00,sunny,medium,scooter
ORD003147,DP0478,20,3.4,12.867784,77.621749,13.098451,77.492364,18-12-2023,19:15:00,19:19:00,sunny,high,bike
ORD003148,DP0173,20,4,12.901942,77.485538,13.104121,77.628604,18-12-2023,19:28:00,19:32:00,cloudy,high,bicycle
ORD003149,DP0128,24,3.1,12.926961,77.598069,12.946819,77.788979,18-12-2023,19:53:00,19:57:00,sunny,medium,scooter
ORD003150,DP0054,30,4.8,13.114673,77.611456,12.836725,77.762978,18-12-2023,21:14:00,21:21:00,sunny,medium,scooter
ORD003151,DP0285,30,3.3,12.91543,77.591297,12.889392,77.483902,18-12-2023,21:36:00,21:40:00,cloudy,jam,bike
ORD003152,DP0255,31,4.6,13.0819,77.641754,12.825847,77.479047,18-12-2023,00:49:00,00:52:00,cloudy,high,bike
ORD003153,DP0211,33,3.5,12.867634,77.631255,12.896035,77.575505,18-12-2023,03:42:00,03:45:00,sunny,high,scooter
ORD003154,DP0081,26,4.4,13.003188,77.62453,12.91478,77.736243,18-12-2023,03:44:00,03:46:00,cloudy,medium,scooter
ORD003155,DP0198,27,3.6,12.987875,77.740642,12.831986,77.421835,18-12-2023,05:07:00,05:12:00,windy,jam,bike
ORD003156,DP0166,30,3.3,12.86891,77.624532,13.027642,77.744444,19-12-2023,06:46:00,06:49:00,sunny,medium,bike
ORD003157,DP0407,33,3.1,13.139171,77.658662,13.059645,77.451486,19-12-2023,07:25:00,07:31:00,sunny,high,scooter
ORD003158,DP0341,24,4.2,13.116121,77.715958,13.195003,77.448685,19-12-2023,07:41:00,07:43:00,windy,medium,scooter
ORD003159,DP0167,28,4,12.90362,77.54221,12.963964,77.744702,19-12-2023,09:33:00,09:36:00,cloudy,low,bike
ORD003160,DP0380,32,5,13.087902,77.586662,12.89498,77.735886,19-12-2023,11:42:00,11:46:00,sunny,high,bike
ORD003161,DP0465,31,4.1,13.085942,77.669889,12.961673,77.412902,19-12-2023,12:18:00,12:20:00,cloudy,high,bicycle
ORD003162,DP0448,28,4.1,13.032559,77.465451,12.831982,77.407214,19-12-2023,14:01:00,14:07:00,sunny,medium,bike
ORD003163,DP0189,33,4.9,12.880702,77.563751,13.02202,77.759378,19-12-2023,18:50:00,18:54:00,sunny,medium,bicycle
ORD003164,DP0278,31,3.8,13.050885,77.705496,12.891406,77.470704,19-12-2023,20:49:00,20:57:00,cloudy,medium,bike
ORD003165,DP0140,29,3.7,12.896089,77.717801,13.143581,77.507538,19-12-2023,23:08:00,23:16:00,rainy,jam,bike
ORD003166,DP0013,22,4.2,12.895042,77.703846,12.951018,77.562078,19-12-2023,23:45:00,23:51:00,cloudy,medium,bike
ORD003167,DP0181,32,3.3,12.976042,77.73088,13.129852,77.615528,19-12-2023,23:59:00,00:01:00,cloudy,high,bicycle
ORD003168,DP0241,24,4.1,12.937338,77.592414,13.131385,77.662346,19-12-2023,02:43:00,02:47:00,sunny,medium,bike
ORD003169,DP0067,35,4,12.946307,77.614692,13.025859,77.774769,19-12-2023,03:48:00,03:51:00,rainy,medium,bike
ORD003170,DP0081,25,3.1,12.965554,77.477998,12.967765,77.776857,20-12-2023,06:12:00,06:17:00,cloudy,high,scooter
ORD003171,DP0474,31,4,12.900496,77.52677,12.918845,77.460649,20-12-2023,09:25:00,09:27:00,cloudy,medium,bike
ORD003172,DP0032,32,4.8,13.119351,77.549779,13.02975,77.726898,20-12-2023,19:00:00,19:05:00,rainy,high,scooter
ORD003173,DP0045,32,3,13.049637,77.730451,12.830586,77.42014,20-12-2023,21:36:00,21:39:00,sunny,medium,bike
ORD003174,DP0473,30,3.5,12.970323,77.742463,13.168114,77.622455,20-12-2023,01:06:00,01:12:00,sunny,medium,scooter
ORD003175,DP0082,42,4,13.014346,77.463224,12.950455,77.567422,21-12-2023,08:18:00,08:21:00,sunny,medium,scooter
ORD003176,DP0349,29,4.4,12.957697,77.48016,13.087878,77.573496,21-12-2023,11:10:00,11:16:00,cloudy,high,bike
ORD003177,DP0462,34,4,12.902846,77.646321,12.871293,77.744491,21-12-2023,12:44:00,12:50:00,sunny,high,bike
ORD003178,DP0144,22,3.8,12.916045,77.723333,12.813775,77.671897,21-12-2023,16:46:00,16:54:00,sunny,medium,bicycle
ORD003179,DP0237,31,3.5,12.857188,77.728784,13.106997,77.692853,21-12-2023,19:33:00,19:39:00,sunny,medium,scooter
ORD003180,DP0031,29,4.8,12.887748,77.466338,12.883854,77.59762,21-12-2023,20:32:00,20:37:00,sunny,medium,scooter
ORD003181,DP0161,30,4.9,13.116603,77.738748,12.943301,77.586907,21-12-2023,21:48:00,21:55:00,foggy,low,bike
ORD003182,DP0406,25,3.9,12.962852,77.551125,12.827726,77.718653,21-12-2023,00:37:00,00:44:00,rainy,high,scooter
ORD003183,DP0453,27,4,13.006081,77.498161,13.16807,77.545033,21-12-2023,00:57:00,01:03:00,foggy,medium,scooter
ORD003184,DP0359,25,4.4,12.883631,77.65612,12.922905,77.42969,21-12-2023,02:21:00,02:24:00,cloudy,high,bike
ORD003185,DP0465,39,4.4,12.954497,77.556004,12.832268,77.776494,21-12-2023,02:45:00,02:47:00,rainy,low,bicycle
ORD003186,DP0428,28,4.3,12.9731,77.590075,13.130385,77.678869,21-12-2023,05:10:00,05:18:00,sunny,high,scooter
ORD003187,DP0441,30,3.4,12.946116,77.69333,13.047856,77.667193,21-12-2023,05:29:00,05:32:00,cloudy,medium,scooter
ORD003188,DP0471,26,4.2,12.938923,77.551368,12.9478,77.745972,22-12-2023,07:17:00,07:22:00,sunny,low,scooter
ORD003189,DP0317,32,4.1,13.119631,77.627198,12.917948,77.548149,22-12-2023,12:23:00,12:30:00,sunny,medium,scooter
ORD003190,DP0459,31,4.2,12.938538,77.513261,13.117581,77.548304,22-12-2023,14:18:00,14:23:00,sunny,medium,scooter
