Traffic_Level,Distance_km,Weather_Index,Rider_Age,Multiple_Deliveries,Hour_of_Day,Is_Festival,Actual_Time_mins,Estimated_mins,Delay_mins,Is_Delayed
2,11.23,4,34,1,13,0,45.8,53.3,-7.5,0
3,6.24,4,26,1,20,0,37.9,38.2,-0.3,0
4,19.23,1,28,0,3,0,54.5,57.3,-2.8,0
4,21.85,1,27,1,6,0,61.7,68.2,-6.5,0
2,3.89,1,22,0,7,0,17.9,15.6,2.3,1
3,15.73,1,32,1,11,0,47.8,45.7,2.1,1
3,6.91,1,27,0,13,1,40.6,42.1,-1.5,0
3,5.07,1,30,1,17,0,27.1,30.7,-3.6,0
1,6.43,1,23,1,19,1,37.8,38.5,-0.7,0
1,7.88,1,28,1,19,0,38,32.9,5.1,1
2,5.76,4,31,1,0,1,40.2,41.7,-1.5,0
2,3.86,1,34,0,2,1,23.2,21.2,2,1
2,7.05,1,23,1,10,1,35.8,38.2,-2.4,0
3,3.55,4,28,1,10,1,39.7,43,-3.3,0
1,5.79,2,21,0,11,0,16.7,15.7,1,1
1,11.07,1,19,1,13,0,30.9,36.7,-5.8,0
2,3.36,2,24,1,13,1,33.6,35.3,-1.7,0
4,5.86,1,23,1,13,0,38,36.9,1.1,1
3,8.9,4,31,0,13,0,40.1,34.1,6,1
4,6.41,2,32,1,14,0,33,35.3,-2.3,0
2,5.06,1,32,0,21,0,28.1,32.9,-4.8,0
2,4,2,28,0,23,0,18.3,20.4,-2.1,0
2,5.83,4,30,0,1,0,22.7,25.6,-2.9,0
2,12.64,5,28,0,5,0,36,31.1,4.9,1
3,4.98,1,29,0,9,0,16.1,18.8,-2.7,0
2,5.05,3,29,1,9,1,36,38.5,-2.5,0
2,7.06,2,24,1,11,0,29.9,30,-0.1,0
3,6.7,1,29,0,14,0,24,25.5,-1.5,0
3,14.41,1,40,0,1,1,49.2,50.6,-1.4,0
3,15.37,2,25,0,8,0,44.4,52.2,-7.8,0
2,3.39,1,24,0,12,0,17.1,19.8,-2.7,0
1,8.29,2,27,0,13,0,30.1,34.8,-4.7,0
3,7.79,2,28,1,16,0,30.2,35.6,-5.4,0
3,6.2,4,19,0,18,0,32.6,28.5,4.1,1
2,6.88,1,28,1,22,1,38.1,40.1,-2,0
3,9.96,2,23,0,6,0,33.3,39.8,-6.5,0
1,9.28,2,33,0,7,0,17,15.7,1.3,1
2,3.58,1,34,1,17,1,32.8,30.1,2.7,1
3,10.84,1,27,0,19,0,32.5,29.6,2.9,1
3,12.9,1,22,0,22,0,42.1,38.7,3.4,1
3,7.79,5,25,0,1,0,37.1,37.4,-0.3,0
2,1.6,1,20,0,1,0,18.8,19.9,-1.1,0
4,12.37,4,33,0,4,0,46.7,50.5,-3.8,0
2,2.89,1,19,1,4,0,19.3,22.7,-3.4,0
2,13.36,1,29,0,7,1,42.5,44.9,-2.4,0
3,5.78,3,34,1,7,1,44,41.9,2.1,1
3,4.01,2,26,0,7,1,28.7,31.1,-2.4,0
2,2.65,3,22,0,11,0,23.1,23.2,-0.1,0
4,9.7,1,18,0,15,0,31.6,36.4,-4.8,0
4,5.06,1,24,0,16,0,25,25.8,-0.8,0
2,5.58,1,21,0,1,1,25.2,23.5,1.7,1
2,6.44,2,31,1,5,0,30.2,29.3,0.9,1
3,5.24,2,37,1,7,0,31,30.2,0.8,1
3,3.35,2,22,0,10,0,20.6,20.2,0.4,1
2,1.83,4,30,1,10,1,29.7,28.5,1.2,1
4,9.26,2,20,0,12,1,53.5,54.2,-0.7,0
2,9.69,1,29,1,12,0,35.8,35.1,0.7,1
1,5.24,3,38,1,17,0,21.3,18.9,2.4,1
1,4.4,1,22,0,19,1,28,28.4,-0.4,0
2,10.05,2,30,0,22,0,30.3,31.2,-0.9,0
2,4.13,4,30,0,0,0,19.4,22.2,-2.8,0
2,8.06,1,20,0,3,0,26.4,24.8,1.6,1
2,3.07,2,35,0,4,0,16.6,17.6,-1,0
1,9.5,1,32,1,6,0,25.7,26.1,-0.4,0
3,7.02,2,24,0,11,0,23.6,22.4,1.2,1
2,6.04,4,24,0,11,1,31.9,35.9,-4,0
2,5.39,1,26,1,12,0,33.4,32.3,1.1,1
2,10.89,4,27,0,14,1,38.8,44.5,-5.7,0
2,10.9,4,27,1,17,0,42.6,50.7,-8.1,0
3,11.59,2,29,0,0,0,36.9,31.8,5.1,1
2,19.99,1,31,0,1,0,45.7,40.9,4.8,1
3,4.37,1,26,0,5,0,24.1,25.1,-1,0
3,3.76,2,31,0,7,0,24.8,21.6,3.2,1
1,17.06,1,22,0,7,1,46.9,55.8,-8.9,0
3,6.64,1,28,1,8,0,28.3,30.8,-2.5,0
2,11.44,2,28,0,8,0,30.3,36.3,-6,0
2,6.8,1,36,1,13,0,32.7,31.9,0.8,1
3,3.07,1,31,0,17,0,14.9,14.2,0.7,1
1,10.42,1,20,0,19,0,36.8,41.1,-4.3,0
1,8.16,2,29,1,22,0,29,28.7,0.3,1
3,3.33,1,32,0,1,0,17.1,19.6,-2.5,0
3,4.82,3,29,0,3,1,34.6,40.7,-6.1,0
2,5.14,4,27,1,3,1,36.7,34.5,2.2,1
2,6.14,2,22,0,4,1,26,22.8,3.2,1
2,4.6,2,30,0,5,1,25,22.3,2.7,1
2,4.62,1,28,0,8,0,17.4,15,2.4,1
2,6.73,1,41,1,8,0,31.5,34.4,-2.9,0
3,6.33,4,30,0,11,0,33,38.5,-5.5,0
1,1.99,4,27,0,11,0,10,10.3,-0.3,0
2,3.98,2,36,0,16,0,22.8,20.1,2.7,1
3,5.1,3,25,0,17,1,31.7,36.9,-5.2,0
4,7.8,3,23,0,2,1,45.5,43.2,2.3,1
3,7.89,2,31,1,3,0,29.7,30.5,-0.8,0
2,4.93,1,26,0,3,0,15,16.7,-1.7,0
2,4.03,1,41,0,8,0,17.9,17.9,0,0
2,4.87,1,21,1,8,0,27.5,26.1,1.4,1
3,5.75,2,29,1,17,1,40,46.6,-6.6,0
3,5.33,1,30,0,20,0,28.9,25,3.9,1
1,5.6,1,26,0,20,0,17.8,21,-3.2,0
2,5.6,2,27,0,21,0,28.5,30.7,-2.2,0
3,1.91,2,33,1,22,0,25.9,25.1,0.8,1
3,12.59,3,33,0,2,0,42.1,41.8,0.3,1
2,3.18,5,32,1,15,1,31.2,35.3,-4.1,0
1,3.3,1,23,0,17,0,16.5,17,-0.5,0
2,5.29,2,25,0,20,0,30.4,27.5,2.9,1
4,8.51,2,30,0,22,0,38.2,42,-3.8,0
2,5.16,5,23,0,0,1,35.1,30.4,4.7,1
2,8.35,4,28,0,6,0,30.5,27.1,3.4,1
4,4.92,2,28,1,6,0,40.5,42.7,-2.2,0
1,5.5,1,20,1,10,0,25,27.4,-2.4,0
3,3.93,1,29,0,10,0,20.7,17.9,2.8,1
3,4.72,1,29,0,18,0,22.7,25.2,-2.5,0
1,2.43,2,23,1,18,0,16,16.4,-0.4,0
4,5.16,2,25,1,23,0,31.6,29.2,2.4,1
3,2.32,1,25,0,3,1,25,24.4,0.6,1
3,6.56,1,28,0,6,0,34.7,36,-1.3,0
3,24.6,3,38,0,9,0,62.3,69.4,-7.1,0
4,2.34,1,20,0,9,0,25.3,29.1,-3.8,0
3,3.04,1,31,1,10,0,19.6,19.8,-0.2,0
2,5.22,4,38,0,11,0,23.1,25.8,-2.7,0
4,3.87,1,23,0,11,1,35.1,32.1,3,1
2,6.81,1,33,1,12,0,34.7,36.4,-1.7,0
2,14.51,2,35,0,18,0,45.7,50.4,-4.7,0
1,11.59,1,37,0,20,0,27.4,25.4,2,1
1,4.3,1,30,0,22,0,13.6,16.3,-2.7,0
1,10.99,1,21,0,23,1,35,31,4,1
2,9.26,1,29,0,0,0,25,25,0,0
2,7.99,1,31,0,8,0,25.9,30.9,-5,0
1,3.89,1,24,1,9,1,28.5,33.5,-5,0
3,9.14,1,31,0,9,0,28.4,24.4,4,1
2,8.53,1,31,0,13,0,31.4,31.3,0.1,1
3,11.8,2,31,0,16,0,40.6,46.2,-5.6,0
3,4.04,2,27,0,16,1,29.8,30.3,-0.5,0
4,5.76,2,24,0,16,1,39.1,39.7,-0.6,0
3,4.06,4,34,0,4,0,28.4,33.6,-5.2,0
2,2.56,2,27,0,5,0,14.9,17.7,-2.8,0
1,5.18,3,24,1,5,0,23.2,21.4,1.8,1
3,7.69,1,27,1,7,1,40.6,34.7,5.9,1
2,7.38,2,28,0,10,0,24.4,24.9,-0.5,0
3,2.81,2,28,1,10,0,25.4,29.7,-4.3,0
3,11.54,1,32,1,14,0,35.4,38.1,-2.7,0
4,9.59,2,21,1,0,0,43.5,43.6,-0.1,0
2,4.21,2,25,0,1,0,24.3,21.1,3.2,1
3,8.06,5,36,0,9,0,37.5,42.3,-4.8,0
2,2.51,1,38,1,13,0,21.8,22.5,-0.7,0
3,3.83,1,29,1,16,0,30.1,26,4.1,1
1,9.22,2,26,0,16,0,27.3,29,-1.7,0
2,4.88,2,22,0,18,0,23.4,21,2.4,1
3,4.08,4,31,0,23,0,21.4,21.9,-0.5,0
2,6.62,2,30,0,0,1,32.8,33.2,-0.4,0
1,3.7,1,32,0,1,0,11.3,11,0.3,1
3,2.59,5,26,0,5,0,22.3,24.1,-1.8,0
4,6.56,1,26,1,11,0,38.5,45,-6.5,0
2,5.46,4,29,0,11,1,34.1,33.1,1,1
1,5.48,5,23,1,13,0,31.3,27.1,4.2,1
2,8.85,2,18,0,19,1,44.2,39.9,4.3,1
2,5.05,4,25,1,21,1,39.3,41.7,-2.4,0
3,5.25,4,28,1,1,1,39.3,41,-1.7,0
2,2.95,2,31,0,3,0,15.7,14.1,1.6,1
2,2.37,1,28,0,5,1,19.4,23,-3.6,0
3,4.79,2,28,0,8,1,34.8,37.3,-2.5,0
3,3.12,2,28,0,11,0,22.3,25.5,-3.2,0
1,6.29,2,18,1,16,0,26.1,28.6,-2.5,0
3,5.09,3,24,0,18,1,36.5,38.3,-1.8,0
2,11.05,1,23,0,18,0,29,33,-4,0
3,4.71,2,25,0,0,0,27.8,31.5,-3.7,0
1,4.98,2,26,0,4,0,23.2,24.3,-1.1,0
2,4.51,1,29,0,4,0,13.7,15.1,-1.4,0
2,5.29,2,27,0,4,0,25.6,22,3.6,1
1,5.19,4,22,0,7,0,13.6,12.6,1,1
3,8.45,1,41,0,15,1,34.2,36.1,-1.9,0
4,3.1,2,24,0,17,0,25.5,23.5,2,1
2,6.89,2,25,0,19,1,31.2,30.6,0.6,1
2,5.39,1,31,0,19,0,28.3,31.9,-3.6,0
2,15.45,3,22,1,2,0,46.2,54.6,-8.4,0
3,2.74,4,30,1,3,0,30.6,26.5,4.1,1
4,3.19,2,18,0,7,0,27.8,31.2,-3.4,0
4,5.57,3,31,0,9,0,27.4,24.7,2.7,1
2,9.13,1,25,0,11,0,33.5,34.8,-1.3,0
1,7.72,2,29,0,12,0,27.6,24.2,3.4,1
2,4.38,2,28,0,13,0,27.4,28.2,-0.8,0
1,6.13,1,36,1,15,0,21.3,25.1,-3.8,0
4,2.25,2,28,1,6,1,39,36.2,2.8,1
2,7.04,4,29,0,7,1,31.8,37,-5.2,0
2,11.43,3,35,1,9,0,44.5,46.5,-2,0
3,6.12,3,28,0,10,0,28.7,31.2,-2.5,0
2,4.88,1,27,0,15,0,17.5,19.5,-2,0
2,3.32,1,29,1,18,1,25.6,29.4,-3.8,0
3,4.41,1,26,0,21,0,27,32.1,-5.1,0
2,11.91,2,21,0,22,0,35,41.2,-6.2,0
2,5.09,1,21,1,4,1,34.1,38,-3.9,0
2,4.42,2,29,0,4,0,20.7,18.9,1.8,1
1,11.99,2,24,0,8,0,32.8,36.7,-3.9,0
1,2.46,3,34,1,9,0,17,16.8,0.2,1
2,5.17,5,22,0,12,0,33.2,39.7,-6.5,0
4,6.28,2,23,0,17,0,32.1,27.9,4.2,1
4,4.26,1,21,0,18,0,29.2,27.2,2,1
2,4.26,5,32,0,21,0,21.7,24.9,-3.2,0
2,7.07,1,28,0,2,0,26.8,31.9,-5.1,0
2,8.23,2,38,0,4,0,21.4,18.9,2.5,1
1,6.55,2,27,0,4,0,23,27.4,-4.4,0
4,5.91,3,25,0,6,0,31.3,27.4,3.9,1
2,3.96,3,18,0,7,1,26.1,27.5,-1.4,0
2,8.18,2,41,0,8,0,26,22.5,3.5,1
2,3.79,2,28,0,9,0,17.8,21.1,-3.3,0
3,5.69,1,19,1,20,0,36.5,34.7,1.8,1
2,7.76,1,27,0,23,0,21.9,21.5,0.4,1
1,3.58,1,24,1,7,0,15.6,15.7,-0.1,0
2,6.84,1,23,0,8,0,21.8,19.1,2.7,1
3,5.37,1,30,1,8,0,24.1,22.5,1.6,1
3,9.45,1,33,1,9,0,38,32.6,5.4,1
4,12.95,1,24,0,12,0,45.4,42.6,2.8,1
2,3.08,1,31,1,15,1,24.8,29.4,-4.6,0
2,8.67,1,23,0,22,1,32.8,34.7,-1.9,0
4,6.16,1,21,0,1,0,26.9,28.2,-1.3,0
2,6.25,2,24,0,1,1,33.1,30.4,2.7,1
2,10.48,3,28,0,5,1,39.9,44.3,-4.4,0
1,7.87,1,30,1,6,0,24,22.8,1.2,1
4,5.88,2,34,0,8,0,28.3,29,-0.7,0
2,5.22,1,19,0,8,0,26.4,30.9,-4.5,0
3,5.18,2,25,1,11,0,33.8,40.4,-6.6,0
1,5.8,3,38,1,14,0,22.4,22.9,-0.5,0
3,4.13,3,24,0,15,0,23.8,21.1,2.7,1
3,11.06,4,30,0,16,0,41.7,37,4.7,1
4,7.91,5,31,0,1,1,45.1,49.5,-4.4,0
3,8.45,1,30,0,6,0,25.7,25.6,0.1,1
2,6.59,1,26,0,8,0,26.1,24.9,1.2,1
2,6.71,3,37,1,10,0,30.2,27.4,2.8,1
2,6.45,1,29,1,14,0,24.4,24.6,-0.2,0
3,11.14,1,29,0,19,0,32.6,35.8,-3.2,0
2,4.98,2,23,1,20,0,32.2,35.3,-3.1,0
2,3.52,2,18,0,3,1,23.6,23.5,0.1,1
1,8.22,1,24,1,9,0,22.5,22.2,0.3,1
2,9.1,4,21,1,12,0,46.2,48.8,-2.6,0
3,3.11,5,24,0,15,0,18.2,19.8,-1.6,0
3,9.3,1,22,0,16,1,44.4,46.6,-2.2,0
2,4.92,4,23,1,19,0,34.4,39.9,-5.5,0
1,5.51,2,29,0,21,0,24,28,-4,0
1,8.19,1,20,1,2,0,29,32.2,-3.2,0
3,5.95,4,31,1,6,0,30.7,35.9,-5.2,0
3,13.05,1,25,0,10,0,38.9,36.7,2.2,1
2,10.15,2,33,0,11,0,31.7,32.9,-1.2,0
2,2.94,1,28,0,14,0,17.2,14.9,2.3,1
3,6.96,5,30,1,14,0,39.4,47.1,-7.7,0
3,6.68,3,18,0,22,1,36.8,34.7,2.1,1
1,4.52,4,31,1,0,0,23.4,20.4,3,1
2,17.07,2,30,1,3,0,52.6,59.9,-7.3,0
2,1.77,2,25,0,7,0,14.3,14.5,-0.2,0
1,3.86,1,28,0,7,0,15.3,15,0.3,1
4,9.32,1,31,0,7,1,38.3,36.8,1.5,1
2,3.38,1,27,0,12,0,20.4,17.6,2.8,1
1,3.18,2,28,0,12,0,17.9,16.4,1.5,1
3,3.78,1,23,1,16,0,28.9,30.5,-1.6,0
1,4.93,1,25,1,21,0,24.1,24.5,-0.4,0
3,4.16,5,34,0,22,0,30.8,29,1.8,1
2,7.37,1,33,1,0,0,24,25.6,-1.6,0
4,2.65,1,33,1,1,1,31.2,33.6,-2.4,0
2,16.57,2,23,0,8,1,49.4,42.6,6.8,1
2,7.37,1,33,0,8,0,26.6,24,2.6,1
3,6.18,3,30,1,9,1,37.3,31.9,5.4,1
2,3.24,3,38,0,13,1,23.3,27,-3.7,0
3,8.75,1,23,0,14,0,28.1,24.5,3.6,1
4,6.15,1,27,0,14,0,27.3,29.6,-2.3,0
1,4.9,2,35,0,17,0,18.9,20.8,-1.9,0
2,5.69,2,26,0,21,0,26.2,24.3,1.9,1
1,4.4,1,33,1,22,0,17.5,19.6,-2.1,0
1,3.16,4,29,1,0,0,18.7,17.2,1.5,1
3,7.4,4,24,0,3,0,23.8,20.9,2.9,1
3,14.37,2,26,1,4,0,44.7,48.9,-4.2,0
2,7.72,5,30,0,5,0,28.5,25.6,2.9,1
1,4.19,1,36,0,5,0,11.9,12,-0.1,0
2,2.1,1,31,0,11,0,8.9,8.9,0,0
2,9.5,4,27,0,12,0,37.8,44.2,-6.4,0
1,3.27,1,24,0,14,0,16.5,19.4,-2.9,0
3,6.86,1,35,1,16,0,27,30,-3,0
2,7.47,5,29,0,19,1,42.1,40.8,1.3,1
1,7.37,2,22,0,22,1,30.7,28.2,2.5,1
3,8.06,1,25,1,22,1,41.5,48.8,-7.3,0
2,8.54,3,30,0,1,0,30.9,32,-1.1,0
1,3.46,2,31,1,2,0,17.1,16,1.1,1
2,3.14,4,26,1,2,0,20.7,24,-3.3,0
2,2.29,2,31,0,5,0,15.5,14.8,0.7,1
2,5.58,1,21,0,6,0,19.2,16.6,2.6,1
3,10.11,1,22,0,14,0,38.3,33.5,4.8,1
3,10.2,1,27,1,17,0,43.8,43.8,0,0
1,4.2,2,22,0,19,0,20,24,-4,0
2,5.22,1,27,1,20,0,30.3,29.7,0.6,1
2,2.66,1,35,0,20,0,21,20.7,0.3,1
3,2.54,2,34,0,22,0,21.9,23.2,-1.3,0
2,3.65,3,35,0,22,0,9.7,8.8,0.9,1
4,8.47,1,31,0,2,0,33.1,39.6,-6.5,0
4,4.97,1,25,1,9,1,39.2,43.4,-4.2,0
2,11.05,2,35,1,10,1,46.5,41.6,4.9,1
4,7.22,1,30,1,14,0,33.2,29.8,3.4,1
4,17.24,2,30,0,18,0,52.8,62.3,-9.5,0
1,3.31,2,18,0,21,1,26.7,26.2,0.5,1
2,2.77,1,29,0,2,1,20.5,23,-2.5,0
3,8.47,4,19,0,3,0,37.5,32.6,4.9,1
3,4.89,1,29,0,4,0,20.9,18.2,2.7,1
4,3.37,1,34,0,11,0,18.8,20.9,-2.1,0
4,2.76,4,33,0,12,0,26.6,27.3,-0.7,0
3,4.02,1,25,1,13,0,31.4,28.1,3.3,1
4,5.88,1,28,0,16,0,26.6,30.6,-4,0
2,9.24,1,24,1,19,0,33.5,32.3,1.2,1
2,7.85,4,23,0,22,0,32.3,28.1,4.2,1
2,5.81,5,29,0,23,0,24.1,23.7,0.4,1
1,6.26,1,32,1,1,0,24,28.3,-4.3,0
3,4.98,2,35,1,3,1,37.2,43.2,-6,0
2,6,1,28,1,4,0,23.2,20.9,2.3,1
4,9.42,1,18,1,8,1,55.8,60.3,-4.5,0
1,3.83,2,21,1,9,0,22,23.9,-1.9,0
2,3.24,1,28,0,11,0,14.4,13.5,0.9,1
2,4.05,2,35,0,12,0,18.3,20.3,-2,0
1,5.31,3,24,0,12,0,23.6,20.8,2.8,1
2,5.79,4,25,0,14,0,23.7,22.5,1.2,1
1,7.81,2,22,0,14,0,22.9,22.5,0.4,1
2,3.47,1,30,0,16,0,15.8,17.5,-1.7,0
2,5.26,1,23,0,18,0,22,25.8,-3.8,0
1,4.01,5,30,1,21,0,28.3,33.8,-5.5,0
1,3.59,2,29,0,21,0,23.1,23.5,-0.4,0
1,16.01,4,33,0,22,0,44.2,46.2,-2,0
4,4.5,3,27,0,2,0,29.8,32.7,-2.9,0
2,8.47,2,36,0,4,0,31.6,36.2,-4.6,0
3,2.75,3,24,0,6,1,31.6,29.3,2.3,1
4,9.3,2,28,1,9,1,51.1,50.9,0.2,1
1,2.52,1,26,1,13,0,23.3,22.7,0.6,1
2,16.6,4,32,1,15,0,55.7,65.4,-9.7,0
2,5.1,3,27,1,20,0,36.1,31.1,5,1
3,6.22,3,34,1,21,0,33.8,36.3,-2.5,0
3,11.41,1,26,1,23,1,40,34.6,5.4,1
2,10.26,3,31,1,1,0,39.3,39.1,0.2,1
1,3.59,1,36,0,5,0,12,12.5,-0.5,0
1,4.12,1,26,0,7,1,20.2,18.8,1.4,1
3,9.25,2,35,0,10,0,28.2,33.7,-5.5,0
4,4.4,1,22,1,12,1,46.6,52.7,-6.1,0
2,4.65,1,32,0,14,1,20.8,24.9,-4.1,0
3,5.01,1,27,0,17,0,22.8,24.1,-1.3,0
2,1.72,1,23,0,22,0,16.7,17.6,-0.9,0
4,9.08,1,25,0,12,0,39.7,46.1,-6.4,0
3,6.94,1,30,1,13,0,32.4,35.5,-3.1,0
2,6.72,2,25,0,19,0,23.4,23.1,0.3,1
1,10.94,2,31,0,21,0,32.7,32.9,-0.2,0
2,2.72,5,24,0,1,0,17.3,20.8,-3.5,0
3,11.05,1,30,0,3,0,35.5,30.9,4.6,1
4,8.14,1,25,1,3,0,38.5,33.5,5,1
4,16.37,1,28,0,4,0,46.1,40.5,5.6,1
2,8.16,5,27,0,5,1,41.5,49,-7.5,0
2,3.57,1,29,1,7,0,18.1,20.1,-2,0
4,2.43,3,23,0,10,0,30.8,34.6,-3.8,0
3,4.2,4,31,1,12,1,41.9,37,4.9,1
2,6.01,2,27,0,13,0,22.3,23.6,-1.3,0
2,3.47,4,25,1,14,0,24.4,23.5,0.9,1
3,3.26,5,30,1,16,0,27.2,26.1,1.1,1
3,9.64,2,31,0,17,0,33.9,37.3,-3.4,0
2,6.96,5,29,1,22,1,40.2,43.6,-3.4,0
3,6.24,1,21,0,1,0,28.9,31.3,-2.4,0
1,4.59,5,30,0,6,0,20.4,23.3,-2.9,0
3,8.2,4,33,0,7,0,36.4,40.8,-4.4,0
4,22.37,5,24,0,8,0,69,58.7,10.3,1
2,1.3,5,26,0,9,0,21.2,18.1,3.1,1
3,5.05,1,31,0,10,0,22.8,24.8,-2,0
3,8.44,1,25,0,12,0,31.4,34.7,-3.3,0
1,5.9,1,22,0,13,0,21,20.7,0.3,1
2,7.29,1,34,1,15,1,35,42,-7,0
3,3.12,1,25,1,0,0,25.3,26.2,-0.9,0
2,5.22,1,30,1,3,0,22.7,25.8,-3.1,0
3,2.75,1,32,1,5,0,23.5,21.1,2.4,1
3,5.57,1,31,0,9,0,22.9,21.9,1,1
1,5.43,4,20,0,10,0,15.6,15.9,-0.3,0
2,6.69,1,31,1,11,0,29.8,30.4,-0.6,0
3,9.79,1,26,0,13,0,32.9,37.6,-4.7,0
2,4,1,27,1,14,0,20.6,24.4,-3.8,0
2,13.09,2,31,0,16,0,35.2,39.3,-4.1,0
1,14.83,2,44,1,18,0,41.9,35.9,6,1
3,3.7,1,24,0,22,0,21.2,23.2,-2,0
3,3.91,1,27,0,23,0,22.7,25.7,-3,0
3,5.1,4,32,0,7,1,40.5,42.4,-1.9,0
1,5.01,2,30,1,8,0,24.1,25.1,-1,0
3,12.07,1,21,0,13,0,42.1,42.6,-0.5,0
2,13.71,1,31,1,14,0,36.1,31.9,4.2,1
2,9.33,1,22,0,18,0,27.5,32.2,-4.7,0
2,3.21,2,28,1,18,0,19.9,21.3,-1.4,0
4,5.71,1,23,1,0,0,31.6,33.6,-2,0
2,4.7,2,20,1,3,0,22.4,20.1,2.3,1
3,20.64,4,18,0,6,0,56.6,54.9,1.7,1
1,6.43,2,29,1,12,1,33,31.6,1.4,1
2,11.1,2,22,1,15,0,41.1,39.1,2,1
1,3.71,1,29,1,17,0,16.2,17.8,-1.6,0
2,13.04,1,25,1,19,1,51.9,59.2,-7.3,0
2,10.03,1,27,1,0,1,39.2,36.4,2.8,1
3,6.41,1,26,0,1,1,25.9,28.8,-2.9,0
4,7.59,5,34,1,4,0,45.4,52.9,-7.5,0
1,3.59,1,29,1,4,1,27.6,30.1,-2.5,0
2,4.52,3,18,0,4,0,22.1,23.9,-1.8,0
4,5.64,2,33,0,8,0,32.7,30.2,2.5,1
2,9.41,1,20,0,9,0,28.5,24.7,3.8,1
2,8.51,1,31,1,11,0,37.8,35.9,1.9,1
1,7.1,1,28,1,11,1,27.3,26.9,0.4,1
3,3.37,1,25,0,16,0,21.5,21.3,0.2,1
2,4.6,5,30,0,18,0,23.6,24,-0.4,0
3,3.56,5,38,0,22,0,28,29.3,-1.3,0
2,4.95,1,28,0,22,0,15.5,17.9,-2.4,0
2,3.09,1,38,1,22,0,22.8,21.7,1.1,1
4,3.45,1,29,0,6,0,22.3,19.8,2.5,1
1,5.25,4,30,0,7,0,16.4,17.6,-1.2,0
4,1.93,1,21,1,9,0,26.2,28,-1.8,0
3,5.23,3,31,0,12,0,28,31.8,-3.8,0
4,4.63,2,23,1,14,0,33.3,32.6,0.7,1
4,5.8,1,29,0,16,0,30.4,30.2,0.2,1
4,2.09,1,19,0,20,1,31.8,31.9,-0.1,0
2,7.47,1,23,0,21,0,27,23.7,3.3,1
1,12.06,3,19,1,23,0,36.2,41.3,-5.1,0
1,2.57,2,22,1,0,0,22.5,21,1.5,1
1,2.92,1,23,1,0,1,25.2,27,-1.8,0
1,13.49,1,32,0,0,0,24.3,23.8,0.5,1
2,6.64,3,18,1,3,0,28.1,29.9,-1.8,0
4,4.91,1,36,1,3,0,34.7,39.5,-4.8,0
2,10.95,1,32,1,7,0,31,33,-2,0
2,3.04,1,30,1,9,0,20.7,22.2,-1.5,0
3,10.86,4,36,0,9,0,36.1,36.7,-0.6,0
1,2.91,1,37,1,13,0,18.6,19.1,-0.5,0
2,14.42,1,29,1,15,0,42,37.7,4.3,1
3,4.87,1,21,0,17,1,31.3,29.5,1.8,1
2,7.42,2,31,0,18,1,32.9,36.9,-4,0
3,15.66,1,24,1,19,0,53.8,48.8,5,1
2,5.28,2,23,0,20,1,31.1,36.9,-5.8,0
1,6.36,2,28,0,22,0,18.3,17,1.3,1
3,1.92,1,33,1,22,0,22.2,22,0.2,1
2,5.39,5,19,0,0,0,33.3,32.9,0.4,1
1,8.48,1,34,1,1,0,22.6,19.7,2.9,1
4,8.17,1,24,1,6,0,33,35.3,-2.3,0
2,4.33,1,25,1,12,0,30.8,28,2.8,1
2,3.44,1,23,0,17,0,15.6,16.4,-0.8,0
1,5.94,2,29,0,18,0,12.2,11.2,1,1
3,16.42,3,25,1,21,1,60.9,54.2,6.7,1
4,7.45,1,20,0,23,0,26.2,30.1,-3.9,0
2,4.07,2,32,0,0,1,28.1,32.6,-4.5,0
3,11.86,1,32,0,4,0,36.4,40.6,-4.2,0
1,9.92,1,33,1,5,1,39.8,46.5,-6.7,0
3,5.58,1,27,0,9,0,23.8,25.4,-1.6,0
4,4.5,1,29,0,10,0,21.7,19.9,1.8,1
2,3.98,1,30,1,13,1,30.8,26.8,4,1
3,8.06,1,29,0,13,0,34.6,32.2,2.4,1
2,10.95,5,28,0,14,0,38.9,42.7,-3.8,0
3,5.25,1,31,1,14,0,25.2,25.7,-0.5,0
2,2.33,4,25,0,15,0,14.4,15,-0.6,0
3,7.27,1,33,0,17,0,23.8,22.5,1.3,1
3,7.12,2,19,0,19,0,30.6,27.6,3,1
3,2.44,3,25,1,19,0,34.7,40.5,-5.8,0
3,16.36,1,18,0,4,1,49,48.1,0.9,1
3,3.6,2,27,0,7,0,18.2,20.6,-2.4,0
2,2.45,1,19,0,10,0,15.7,15.5,0.2,1
2,2.57,4,35,1,21,0,25.4,28.6,-3.2,0
1,3.82,1,23,0,22,1,21.8,24.1,-2.3,0
4,3.62,3,24,1,23,0,32,35.6,-3.6,0
2,8.83,2,29,1,0,1,39.1,34.7,4.4,1
3,7.69,2,25,0,6,0,27,30.1,-3.1,0
3,4.23,1,30,0,9,0,22.1,20.7,1.4,1
2,3.95,2,19,0,9,0,21,22.7,-1.7,0
3,2.47,1,32,0,10,0,11.3,12.5,-1.2,0
1,6.63,1,29,0,18,1,21.4,22.4,-1,0
2,3.56,2,25,0,20,1,27.3,23.5,3.8,1
1,8.91,2,20,1,2,0,32.8,38.6,-5.8,0
3,4.27,2,36,0,4,0,21.3,23.6,-2.3,0
4,9.15,5,29,0,4,0,43.2,40.6,2.6,1
