order_id,delivery_person_id,age,rating,order_date,order_hour,day_of_week,month,is_weekend,is_peak_hour,weather,traffic,vehicle,distance_km,restaurant_name,city_zone,festival,multiple_deliveries,actual_time_mins,estimated_mins
ORD002219,DP0104,36,3.3,2023-09-04T00:00:00Z,18,Monday,September,0,0,sunny,medium,bicycle,4.6,Sushi Spot,South,None,0,16.3,16.5
ORD002220,DP0041,25,4.8,2023-09-04T00:00:00Z,1,Tuesday,September,0,0,windy,high,scooter,5.45,Pizza Hub,East,None,0,29.7,34.7
ORD002221,DP0384,32,3.3,2023-09-05T00:00:00Z,6,Tuesday,September,0,0,sunny,low,scooter,9.67,Sushi Spot,South,Eid,1,35.7,33
ORD002222,DP0474,34,4.3,2023-09-05T00:00:00Z,9,Tuesday,September,0,0,windy,high,bike,6.72,Dosa Point,East,None,1,36.3,41.4
ORD002223,DP0500,25,3.8,2023-09-05T00:00:00Z,13,Tuesday,September,0,1,cloudy,low,scooter,2.6,Spice Garden,West,Christmas,0,26.7,29.3
ORD002224,DP0334,24,4.9,2023-09-05T00:00:00Z,15,Tuesday,September,0,0,sunny,low,scooter,6.49,Biryani Express,North,None,0,19.2,19.7
ORD002225,DP0295,22,4.1,2023-09-05T00:00:00Z,17,Tuesday,September,0,0,sunny,low,bike,9.78,Spice Garden,South,None,1,30.5,32.8
ORD002226,DP0067,36,3.9,2023-09-05T00:00:00Z,2,Wednesday,September,0,0,sunny,low,scooter,3.62,Curry Corner,East,None,1,15.5,17.8
ORD002227,DP0373,28,4.7,2023-09-05T00:00:00Z,5,Wednesday,September,0,0,windy,medium,bike,8.99,Spice Garden,West,None,0,31.9,32.4
ORD002228,DP0362,24,3.3,2023-09-06T00:00:00Z,5,Wednesday,September,0,0,cloudy,jam,scooter,3.62,Pizza Hub,West,None,0,25.5,29.4
ORD002229,DP0206,19,4.6,2023-09-06T00:00:00Z,7,Wednesday,September,0,0,cloudy,medium,scooter,6.99,BBQ Junction,South,Diwali,0,29.3,30.6
ORD002230,DP0071,24,3.6,2023-09-06T00:00:00Z,8,Wednesday,September,0,0,cloudy,medium,scooter,7.86,Biryani Express,Central,None,0,34.6,37.6
ORD002231,DP0219,28,3.8,2023-09-06T00:00:00Z,9,Wednesday,September,0,0,cloudy,high,scooter,2.45,BBQ Junction,East,None,0,15.5,16.3
ORD002232,DP0082,26,4.6,2023-09-06T00:00:00Z,12,Wednesday,September,0,1,cloudy,medium,bike,5.59,Taco Town,South,None,0,26,23.4
ORD002233,DP0314,28,4.3,2023-09-06T00:00:00Z,13,Wednesday,September,0,1,cloudy,medium,bike,6,Wrap Zone,South,None,1,29.3,27.2
ORD002234,DP0206,35,4,2023-09-06T00:00:00Z,16,Wednesday,September,0,0,sunny,low,bicycle,3.38,Salad Bowl,North,None,0,13,14.6
ORD002235,DP0427,28,4.8,2023-09-06T00:00:00Z,18,Wednesday,September,0,0,sunny,medium,bike,5.63,Sandwich Stop,North,None,0,14.9,17.3
ORD002236,DP0338,35,4.6,2023-09-06T00:00:00Z,20,Wednesday,September,0,1,foggy,medium,bike,6.12,Sushi Spot,North,None,1,38.3,43.7
ORD002237,DP0342,23,4.3,2023-09-07T00:00:00Z,6,Thursday,September,0,0,foggy,medium,scooter,3.62,Rice Bucket,East,None,1,28.6,25.4
ORD002238,DP0041,32,3.2,2023-09-07T00:00:00Z,7,Thursday,September,0,0,cloudy,medium,bike,7.86,Roll Master,Central,None,1,34.1,34.3
ORD002239,DP0018,24,4,2023-09-07T00:00:00Z,7,Thursday,September,0,0,sunny,high,bike,4.14,Spice Garden,East,None,0,24,27.4
ORD002240,DP0355,31,3.5,2023-09-07T00:00:00Z,8,Thursday,September,0,0,cloudy,high,bike,3.37,Biryani Express,East,None,1,27.2,23.5
ORD002241,DP0332,32,3,2023-09-07T00:00:00Z,16,Thursday,September,0,0,sunny,medium,bicycle,10.24,Taco Town,East,None,0,28.1,32.6
ORD002242,DP0167,25,3.9,2023-09-07T00:00:00Z,20,Thursday,September,0,1,sunny,medium,bike,5.51,Salad Bowl,South,None,1,29.4,29
ORD002243,DP0015,33,3.5,2023-09-07T00:00:00Z,22,Thursday,September,0,0,sunny,medium,bike,12.52,Dosa Point,West,New Year,1,45.9,39.5
ORD002244,DP0098,26,4.1,2023-09-07T00:00:00Z,23,Thursday,September,0,0,cloudy,medium,scooter,3.07,Rice Bucket,North,None,1,21.2,20.7
ORD002245,DP0352,29,4,2023-09-07T00:00:00Z,0,Friday,September,0,0,sunny,medium,scooter,6.34,Burger Palace,South,None,1,24.2,28.8
ORD002246,DP0389,30,4.9,2023-09-07T00:00:00Z,4,Friday,September,0,0,sunny,high,bike,5.38,Curry Corner,South,Holi,1,33,39.3
ORD002247,DP0098,28,3.9,2023-09-08T00:00:00Z,6,Friday,September,0,0,sunny,high,bike,2.7,Roll Master,Central,New Year,0,26.7,29.4
ORD002248,DP0053,23,4.9,2023-09-08T00:00:00Z,12,Friday,September,0,1,rainy,high,bike,8.71,Rice Bucket,East,None,1,47.4,49.6
ORD002249,DP0386,30,4,2023-09-08T00:00:00Z,15,Friday,September,0,0,cloudy,medium,bike,7.56,BBQ Junction,Central,None,0,22.1,24.8
ORD002250,DP0481,35,3.2,2023-09-08T00:00:00Z,16,Friday,September,0,0,cloudy,high,bike,7.04,Curry Corner,West,None,0,29.5,29.9
ORD002251,DP0438,27,4,2023-09-08T00:00:00Z,0,Saturday,September,1,0,cloudy,low,scooter,5.2,Spice Garden,West,None,1,20,19.5
ORD002252,DP0283,35,4.9,2023-09-08T00:00:00Z,3,Saturday,September,1,0,sunny,high,bike,11.16,Sushi Spot,North,None,1,43.4,43.1
ORD002253,DP0206,29,4.9,2023-09-09T00:00:00Z,8,Saturday,September,1,0,sunny,medium,bike,5.27,Taco Town,North,Diwali,0,22.9,22.6
ORD002254,DP0015,34,4.9,2023-09-09T00:00:00Z,10,Saturday,September,1,0,sunny,medium,bike,4.04,Sushi Spot,Central,None,1,23.2,27.6
ORD002255,DP0419,35,4.9,2023-09-09T00:00:00Z,10,Saturday,September,1,0,sunny,low,scooter,6.92,Noodle House,East,None,0,20.1,17.5
ORD002256,DP0267,33,3.6,2023-09-09T00:00:00Z,10,Saturday,September,1,0,sunny,high,bike,4.32,Wrap Zone,South,None,0,18.7,19.2
ORD002257,DP0011,32,4,2023-09-09T00:00:00Z,16,Saturday,September,1,0,foggy,high,bike,1.62,Wrap Zone,South,Navratri,0,27.7,31.7
ORD002258,DP0458,23,4.7,2023-09-09T00:00:00Z,2,Sunday,September,1,0,rainy,low,bike,6.94,Pizza Hub,South,None,1,25.1,25.7
ORD002259,DP0060,33,3.6,2023-09-10T00:00:00Z,12,Sunday,September,1,1,sunny,medium,scooter,5.41,Pizza Hub,North,Christmas,1,34.1,37.9
ORD002260,DP0436,20,4.8,2023-09-10T00:00:00Z,14,Sunday,September,1,0,cloudy,high,bike,8.39,Wrap Zone,North,None,0,30.6,27.1
ORD002261,DP0083,33,4,2023-09-10T00:00:00Z,16,Sunday,September,1,0,sunny,medium,scooter,7.92,Salad Bowl,East,None,0,30.4,34.6
ORD002262,DP0067,34,4.4,2023-09-10T00:00:00Z,20,Sunday,September,1,1,cloudy,high,scooter,6.84,Taco Town,West,None,0,32.3,35.4
ORD002263,DP0034,34,3.8,2023-09-10T00:00:00Z,20,Sunday,September,1,1,cloudy,jam,bike,5.05,Burger Palace,Central,None,0,31.4,32.9
ORD002264,DP0407,33,4.6,2023-09-10T00:00:00Z,21,Sunday,September,1,1,sunny,medium,bike,4.12,Noodle House,East,None,0,23.9,25.8
ORD002265,DP0350,35,3.3,2023-09-10T00:00:00Z,1,Monday,September,0,0,cloudy,low,bike,8.46,Curry Corner,North,None,1,27.4,25.3
ORD002266,DP0435,28,4,2023-09-10T00:00:00Z,4,Monday,September,0,0,cloudy,high,bike,14.79,Roll Master,West,Holi,0,49.3,46.8
ORD002267,DP0021,24,3.3,2023-09-11T00:00:00Z,13,Monday,September,0,1,sunny,high,bike,3.88,Dosa Point,North,None,0,27.8,28.9
ORD002268,DP0070,28,4.6,2023-09-11T00:00:00Z,13,Monday,September,0,1,rainy,jam,bike,11.21,Taco Town,East,None,0,46,50
ORD002269,DP0409,36,4.5,2023-09-11T00:00:00Z,14,Monday,September,0,0,cloudy,low,bike,15.37,Noodle House,Central,None,1,43.5,44.2
ORD002270,DP0496,35,4.7,2023-09-11T00:00:00Z,14,Monday,September,0,0,rainy,high,bike,13.24,Rice Bucket,South,Diwali,0,49,43.3
ORD002271,DP0032,24,3.9,2023-09-11T00:00:00Z,16,Monday,September,0,0,sunny,medium,bike,4.91,Wrap Zone,South,None,0,24.8,26.8
ORD002272,DP0430,31,3.8,2023-09-11T00:00:00Z,19,Monday,September,0,1,cloudy,low,scooter,6.42,Burger Palace,South,New Year,1,38.3,38.8
ORD002273,DP0434,25,3.6,2023-09-11T00:00:00Z,21,Monday,September,0,1,foggy,high,bike,2.77,Sushi Spot,North,None,1,35.8,39.4
ORD002274,DP0416,22,4.3,2023-09-11T00:00:00Z,21,Monday,September,0,1,sunny,high,scooter,5.31,Dosa Point,East,None,1,34.2,35.1
ORD002275,DP0319,41,4,2023-09-11T00:00:00Z,22,Monday,September,0,0,cloudy,jam,bike,4.66,Rice Bucket,South,Holi,1,41.2,36.8
ORD002276,DP0283,28,4.2,2023-09-11T00:00:00Z,0,Tuesday,September,0,0,sunny,medium,bike,9.42,Pizza Hub,East,None,0,20.8,21.1
ORD002277,DP0256,24,4.5,2023-09-11T00:00:00Z,0,Tuesday,September,0,0,sunny,medium,scooter,4.13,Taco Town,South,None,0,15.2,16.7
ORD002278,DP0006,36,4.6,2023-09-11T00:00:00Z,2,Tuesday,September,0,0,sunny,medium,scooter,4.37,Salad Bowl,North,Holi,1,27.2,30.2
ORD002279,DP0242,33,5,2023-09-11T00:00:00Z,3,Tuesday,September,0,0,rainy,low,scooter,6.33,Salad Bowl,North,None,0,21.6,24.6
ORD002280,DP0225,37,4.3,2023-09-12T00:00:00Z,21,Tuesday,September,0,1,sunny,medium,bike,3.88,Wrap Zone,East,None,1,24.8,24.5
ORD002281,DP0406,18,3.4,2023-09-12T00:00:00Z,0,Wednesday,September,0,0,sunny,medium,scooter,2.57,BBQ Junction,West,None,1,20,21.4
ORD002282,DP0378,18,4.4,2023-09-12T00:00:00Z,3,Wednesday,September,0,0,sunny,high,bike,7.53,Wrap Zone,Central,Diwali,0,39.9,37.1
ORD002283,DP0120,31,3.8,2023-09-13T00:00:00Z,5,Wednesday,September,0,0,windy,low,bike,2.56,Dosa Point,Central,Diwali,0,16.6,17.2
ORD002284,DP0176,22,3.8,2023-09-13T00:00:00Z,6,Wednesday,September,0,0,cloudy,high,scooter,5.13,Sushi Spot,Central,None,0,28.2,31.8
ORD002285,DP0083,23,4.8,2023-09-13T00:00:00Z,9,Wednesday,September,0,0,foggy,medium,bike,10.69,Dosa Point,East,None,0,31.1,27.5
ORD002286,DP0468,22,3.6,2023-09-13T00:00:00Z,13,Wednesday,September,0,1,sunny,medium,bike,7.35,Salad Bowl,South,Diwali,1,44.6,49.7
ORD002287,DP0263,26,4.9,2023-09-13T00:00:00Z,13,Wednesday,September,0,1,cloudy,high,scooter,8.09,Sushi Spot,West,None,0,32.5,29.2
ORD002288,DP0228,33,4.3,2023-09-13T00:00:00Z,15,Wednesday,September,0,0,sunny,low,scooter,3.67,Salad Bowl,West,Holi,1,25.2,24.5
ORD002289,DP0069,35,4.6,2023-09-13T00:00:00Z,15,Wednesday,September,0,0,windy,medium,scooter,3.21,Roll Master,East,None,0,21,24.5
ORD002290,DP0490,24,3.9,2023-09-13T00:00:00Z,18,Wednesday,September,0,0,sunny,high,bike,9.14,Wrap Zone,North,None,0,29.8,29.2
ORD002291,DP0237,23,3.7,2023-09-13T00:00:00Z,0,Thursday,September,0,0,sunny,low,bike,3.29,Taco Town,North,None,1,15.9,13.8
ORD002292,DP0240,32,4.7,2023-09-13T00:00:00Z,1,Thursday,September,0,0,rainy,high,scooter,11.75,Wrap Zone,South,None,0,40.6,38.6
ORD002293,DP0398,37,4.9,2023-09-13T00:00:00Z,1,Thursday,September,0,0,sunny,low,bike,7.24,Taco Town,South,None,0,19.9,22
ORD002294,DP0159,27,3.6,2023-09-13T00:00:00Z,5,Thursday,September,0,0,rainy,medium,bike,6.2,Curry Corner,West,None,0,29.6,25.3
ORD002295,DP0229,24,3.3,2023-09-14T00:00:00Z,7,Thursday,September,0,0,sunny,low,bike,7.07,Dosa Point,North,None,0,24.2,24.7
ORD002296,DP0080,32,4.1,2023-09-14T00:00:00Z,8,Thursday,September,0,0,sunny,medium,bike,3.23,Curry Corner,South,Eid,0,19.7,19.8
ORD002297,DP0015,31,3.6,2023-09-14T00:00:00Z,8,Thursday,September,0,0,cloudy,medium,bicycle,7.69,Burger Palace,North,None,1,28.6,33
ORD002298,DP0243,31,3.1,2023-09-14T00:00:00Z,9,Thursday,September,0,0,cloudy,medium,bicycle,10.11,Roll Master,West,None,0,27.4,24.4
ORD002299,DP0063,31,3.9,2023-09-14T00:00:00Z,21,Thursday,September,0,1,windy,high,bike,3.76,Wrap Zone,South,None,0,25.2,26.2
ORD002300,DP0268,26,4,2023-09-14T00:00:00Z,4,Friday,September,0,0,cloudy,medium,bike,5.54,Roll Master,North,None,0,21,20.1
ORD002301,DP0135,25,4.9,2023-09-14T00:00:00Z,4,Friday,September,0,0,rainy,medium,bike,3.95,Salad Bowl,East,New Year,0,25,21.4
ORD002302,DP0257,24,3.7,2023-09-15T00:00:00Z,5,Friday,September,0,0,cloudy,jam,bicycle,6.35,Pizza Hub,Central,None,1,36.7,36.4
ORD002303,DP0056,24,4.6,2023-09-15T00:00:00Z,9,Friday,September,0,0,cloudy,high,bike,4.86,Wrap Zone,South,None,0,19.5,20.5
ORD002304,DP0400,18,4,2023-09-15T00:00:00Z,10,Friday,September,0,0,windy,medium,bike,9.88,Dosa Point,East,None,1,37.5,37.4
ORD002305,DP0341,23,3.8,2023-09-15T00:00:00Z,12,Friday,September,0,1,cloudy,high,scooter,3.35,Dosa Point,South,Holi,1,37.7,33.6
ORD002306,DP0461,29,4.8,2023-09-15T00:00:00Z,15,Friday,September,0,0,sunny,low,scooter,5.75,BBQ Junction,East,None,0,15.6,13.6
ORD002307,DP0139,33,4.7,2023-09-15T00:00:00Z,18,Friday,September,0,0,cloudy,low,bicycle,6.18,Taco Town,Central,Diwali,1,32.8,37.2
ORD002308,DP0041,28,4.4,2023-09-15T00:00:00Z,18,Friday,September,0,0,sunny,medium,bike,2.44,Sushi Spot,West,None,0,14.5,16.2
ORD002309,DP0151,30,3.7,2023-09-15T00:00:00Z,20,Friday,September,0,1,sunny,high,bike,5.33,Roll Master,North,None,1,29,33.1
ORD002310,DP0220,35,3.1,2023-09-15T00:00:00Z,20,Friday,September,0,1,sunny,low,scooter,3.82,Noodle House,West,None,1,17.3,18.9
ORD002311,DP0499,24,4.1,2023-09-15T00:00:00Z,2,Saturday,September,1,0,sunny,low,scooter,4.34,Spice Garden,North,None,1,14.4,13.8
ORD002312,DP0102,35,4.2,2023-09-15T00:00:00Z,3,Saturday,September,1,0,rainy,medium,scooter,8.64,Burger Palace,South,None,0,33,35.2
ORD002313,DP0394,34,4,2023-09-16T00:00:00Z,6,Saturday,September,1,0,sunny,medium,scooter,9.03,Sandwich Stop,South,None,1,28.6,27.6
ORD002314,DP0439,35,3.8,2023-09-16T00:00:00Z,10,Saturday,September,1,0,sunny,jam,bike,3.19,Burger Palace,South,None,1,30.7,36
ORD002315,DP0002,37,5,2023-09-16T00:00:00Z,10,Saturday,September,1,0,rainy,medium,scooter,5.76,Pizza Hub,Central,None,1,29.6,25.9
ORD002316,DP0135,30,3.7,2023-09-16T00:00:00Z,13,Saturday,September,1,1,sunny,medium,bike,2.74,Biryani Express,South,None,0,20.3,21.1
ORD002317,DP0105,19,3.2,2023-09-16T00:00:00Z,17,Saturday,September,1,0,sunny,medium,bike,9.21,Pizza Hub,West,None,0,24.2,22.2
ORD002318,DP0434,31,3.6,2023-09-16T00:00:00Z,20,Saturday,September,1,1,cloudy,medium,bike,4.58,Wrap Zone,South,None,0,19.8,19.3
ORD002319,DP0461,22,4.6,2023-09-16T00:00:00Z,21,Saturday,September,1,1,sunny,low,scooter,9.91,Taco Town,West,Diwali,1,43.9,52.6
ORD002320,DP0201,28,4.5,2023-09-16T00:00:00Z,23,Saturday,September,1,0,sunny,low,scooter,3.22,Biryani Express,East,None,0,10.5,11.3
ORD002321,DP0247,33,3.6,2023-09-16T00:00:00Z,1,Sunday,September,1,0,sunny,high,bike,11.47,Pizza Hub,East,None,1,39,37.8
ORD002322,DP0166,31,4.4,2023-09-17T00:00:00Z,8,Sunday,September,1,0,rainy,jam,bike,4.46,Spice Garden,East,None,1,29.7,28.6
ORD002323,DP0412,33,3.5,2023-09-17T00:00:00Z,15,Sunday,September,1,0,windy,jam,bike,4.05,Sandwich Stop,South,None,1,29.5,34.7
ORD002324,DP0187,24,3.8,2023-09-17T00:00:00Z,21,Sunday,September,1,1,rainy,high,bike,4.84,Noodle House,East,None,0,34.4,34.8
ORD002325,DP0469,24,4,2023-09-17T00:00:00Z,21,Sunday,September,1,1,foggy,medium,bike,3.52,Roll Master,Central,None,0,26.6,23.5
ORD002326,DP0238,24,4.3,2023-09-17T00:00:00Z,21,Sunday,September,1,1,windy,low,bicycle,2.02,Curry Corner,East,None,1,21.9,21.6
ORD002327,DP0473,34,4.4,2023-09-17T00:00:00Z,2,Monday,September,0,0,sunny,medium,scooter,6.09,Salad Bowl,Central,Christmas,0,34.3,38.6
ORD002328,DP0300,23,4.5,2023-09-18T00:00:00Z,5,Monday,September,0,0,cloudy,high,bicycle,14.99,Roll Master,West,New Year,0,53.4,62.2
ORD002329,DP0056,23,3.9,2023-09-18T00:00:00Z,9,Monday,September,0,0,sunny,medium,bike,6.34,Roll Master,West,None,0,25.7,22.1
ORD002330,DP0446,23,4.6,2023-09-18T00:00:00Z,10,Monday,September,0,0,cloudy,medium,bicycle,6.91,Sandwich Stop,Central,None,1,30,29.6
ORD002331,DP0050,24,3.2,2023-09-18T00:00:00Z,13,Monday,September,0,1,sunny,low,bike,14.18,Wrap Zone,West,Diwali,0,48.2,53.9
ORD002332,DP0274,30,3.7,2023-09-18T00:00:00Z,14,Monday,September,0,0,sunny,high,scooter,5.33,Roll Master,Central,None,1,23.5,25.8
ORD002333,DP0407,29,3.9,2023-09-18T00:00:00Z,14,Monday,September,0,0,windy,low,scooter,3.89,Curry Corner,West,None,0,15.8,16.9
ORD002334,DP0117,38,4.1,2023-09-18T00:00:00Z,15,Monday,September,0,0,rainy,low,scooter,7.17,Rice Bucket,North,None,1,23.1,22.5
ORD002335,DP0383,34,4.2,2023-09-18T00:00:00Z,19,Monday,September,0,1,cloudy,low,scooter,5.88,Curry Corner,East,Navratri,0,24.7,21.6
ORD002336,DP0216,25,3.8,2023-09-18T00:00:00Z,19,Monday,September,0,1,cloudy,medium,bike,5.18,Sandwich Stop,East,None,0,28.6,31.4
ORD002337,DP0287,30,3.6,2023-09-18T00:00:00Z,19,Monday,September,0,1,rainy,high,scooter,6.8,Pizza Hub,South,None,0,31.6,31.4
ORD002338,DP0433,23,3.4,2023-09-18T00:00:00Z,20,Monday,September,0,1,foggy,medium,scooter,5.24,Sandwich Stop,North,None,1,39.2,43.6
ORD002339,DP0124,35,4.9,2023-09-18T00:00:00Z,0,Tuesday,September,0,0,cloudy,medium,bike,4.08,Pizza Hub,West,None,0,20.6,20.3
ORD002340,DP0101,30,3.1,2023-09-18T00:00:00Z,0,Tuesday,September,0,0,sunny,medium,bike,2.57,Spice Garden,South,None,0,15,17.9
ORD002341,DP0188,38,3.8,2023-09-19T00:00:00Z,7,Tuesday,September,0,0,windy,low,bike,3.73,Pizza Hub,Central,None,1,20.6,21.4
ORD002342,DP0499,36,3.2,2023-09-19T00:00:00Z,10,Tuesday,September,0,0,foggy,medium,bike,4.25,Burger Palace,South,None,0,28.4,32.8
ORD002343,DP0180,35,3,2023-09-19T00:00:00Z,13,Tuesday,September,0,1,foggy,high,scooter,6.95,Rice Bucket,South,None,1,40,46.7
ORD002344,DP0094,33,4.7,2023-09-19T00:00:00Z,14,Tuesday,September,0,0,sunny,medium,bike,5.36,Sushi Spot,Central,None,0,16.2,16.3
ORD002345,DP0369,22,3.2,2023-09-19T00:00:00Z,15,Tuesday,September,0,0,sunny,high,bike,4.15,BBQ Junction,North,None,0,26.4,29.5
ORD002346,DP0155,27,4.7,2023-09-19T00:00:00Z,16,Tuesday,September,0,0,cloudy,medium,bike,3.12,Sandwich Stop,North,None,1,21.3,20.4
ORD002347,DP0356,36,3.5,2023-09-19T00:00:00Z,18,Tuesday,September,0,0,rainy,high,bike,6.16,Dosa Point,North,None,0,30.3,32.8
ORD002348,DP0272,22,4,2023-09-19T00:00:00Z,21,Tuesday,September,0,1,rainy,low,scooter,10.68,Noodle House,East,None,0,33.5,32.7
ORD002349,DP0331,36,3.5,2023-09-19T00:00:00Z,23,Tuesday,September,0,0,sunny,high,bike,4.11,Curry Corner,South,None,0,24.2,22.6
ORD002350,DP0166,26,4.6,2023-09-19T00:00:00Z,0,Wednesday,September,0,0,sunny,jam,bike,10.94,Burger Palace,North,None,1,45.6,47.9
ORD002351,DP0060,27,3.5,2023-09-19T00:00:00Z,2,Wednesday,September,0,0,cloudy,high,bike,4.39,Salad Bowl,East,Holi,0,29.1,30.9
ORD002352,DP0220,29,4.2,2023-09-19T00:00:00Z,2,Wednesday,September,0,0,rainy,low,bike,21.22,Sushi Spot,North,New Year,1,64.7,64.7
ORD002353,DP0066,28,3,2023-09-19T00:00:00Z,3,Wednesday,September,0,0,rainy,jam,bike,4.94,Roll Master,East,None,0,30.2,28.1
ORD002354,DP0098,33,3.3,2023-09-19T00:00:00Z,5,Wednesday,September,0,0,sunny,low,bike,9.77,Noodle House,Central,None,1,27.7,26.4
ORD002355,DP0004,31,4.2,2023-09-20T00:00:00Z,8,Wednesday,September,0,0,sunny,medium,bike,7.67,Dosa Point,North,Diwali,1,44.4,37.8
ORD002356,DP0414,21,4.9,2023-09-20T00:00:00Z,9,Wednesday,September,0,0,cloudy,jam,bicycle,5.6,Salad Bowl,Central,None,0,29.5,35.2
ORD002357,DP0426,28,4.1,2023-09-20T00:00:00Z,13,Wednesday,September,0,1,sunny,medium,bike,3.53,Burger Palace,East,None,0,20.4,22.4
ORD002358,DP0113,27,4.1,2023-09-20T00:00:00Z,19,Wednesday,September,0,1,rainy,low,scooter,6.92,Rice Bucket,North,None,0,26.6,31
ORD002359,DP0287,22,5,2023-09-20T00:00:00Z,23,Wednesday,September,0,0,cloudy,medium,bike,10.07,Pizza Hub,West,None,0,32,34.3
ORD002360,DP0191,30,4.7,2023-09-20T00:00:00Z,1,Thursday,September,0,0,cloudy,medium,scooter,5.68,BBQ Junction,South,None,0,24.9,21.4
ORD002361,DP0069,28,4,2023-09-20T00:00:00Z,3,Thursday,September,0,0,sunny,low,bike,5.4,Noodle House,West,None,0,14.1,12
ORD002362,DP0273,35,4.2,2023-09-21T00:00:00Z,6,Thursday,September,0,0,sunny,jam,scooter,15.48,Spice Garden,Central,None,0,47,53.8
ORD002363,DP0393,39,3.9,2023-09-21T00:00:00Z,9,Thursday,September,0,0,sunny,medium,scooter,4.01,Dosa Point,West,None,1,17,15.6
ORD002364,DP0389,19,3.1,2023-09-21T00:00:00Z,11,Thursday,September,0,0,cloudy,low,bike,5.22,Salad Bowl,Central,None,0,15.6,13.5
ORD002365,DP0370,22,3.3,2023-09-21T00:00:00Z,11,Thursday,September,0,0,rainy,medium,bike,4.5,Sandwich Stop,North,None,0,20.4,22.2
ORD002366,DP0260,32,4.8,2023-09-21T00:00:00Z,15,Thursday,September,0,0,cloudy,jam,bike,15.14,Taco Town,West,None,0,40.2,43.3
ORD002367,DP0165,29,5,2023-09-21T00:00:00Z,19,Thursday,September,0,1,cloudy,low,bike,9.9,BBQ Junction,North,None,0,31,32.5
ORD002368,DP0104,27,4.5,2023-09-21T00:00:00Z,20,Thursday,September,0,1,cloudy,high,scooter,7.2,Spice Garden,West,New Year,0,35.2,40.2
ORD002369,DP0450,27,4.6,2023-09-21T00:00:00Z,21,Thursday,September,0,1,cloudy,high,bike,5.11,Curry Corner,East,New Year,0,41.8,43.6
ORD002370,DP0228,24,3.2,2023-09-21T00:00:00Z,2,Friday,September,0,0,cloudy,jam,scooter,11.09,Biryani Express,North,None,1,44.2,43.3
ORD002371,DP0234,31,3.6,2023-09-22T00:00:00Z,6,Friday,September,0,0,sunny,high,scooter,8.86,Curry Corner,East,None,0,23.5,25.3
ORD002372,DP0005,37,3.1,2023-09-22T00:00:00Z,8,Friday,September,0,0,foggy,high,scooter,7.33,Biryani Express,North,None,1,34,37.7
ORD002373,DP0052,36,3.8,2023-09-22T00:00:00Z,15,Friday,September,0,0,sunny,jam,bike,5.69,Burger Palace,West,None,0,23.3,21.9
ORD002374,DP0024,30,4,2023-09-22T00:00:00Z,19,Friday,September,0,1,foggy,medium,scooter,6.76,Pizza Hub,West,Holi,1,42.5,45
ORD002375,DP0055,29,4.9,2023-09-22T00:00:00Z,21,Friday,September,0,1,windy,medium,bike,2.47,Dosa Point,East,None,1,27.6,26.1
ORD002376,DP0004,18,3.9,2023-09-22T00:00:00Z,22,Friday,September,0,0,sunny,medium,scooter,1.69,Noodle House,West,None,1,24.3,27.7
ORD002377,DP0268,30,3.5,2023-09-22T00:00:00Z,23,Friday,September,0,0,sunny,high,bike,8.21,BBQ Junction,East,None,0,29.2,28.2
ORD002378,DP0274,28,3,2023-09-23T00:00:00Z,8,Saturday,September,1,0,windy,medium,scooter,12.38,Pizza Hub,East,None,1,38.2,43.5
ORD002379,DP0195,26,3.3,2023-09-23T00:00:00Z,11,Saturday,September,1,0,cloudy,medium,scooter,4.45,Taco Town,Central,None,1,28.2,26.4
ORD002380,DP0382,30,3.4,2023-09-23T00:00:00Z,15,Saturday,September,1,0,rainy,low,scooter,13.06,Sushi Spot,West,None,0,35.7,31.8
ORD002381,DP0436,29,4.4,2023-09-23T00:00:00Z,15,Saturday,September,1,0,rainy,low,scooter,8.59,Pizza Hub,North,None,1,26.6,27.5
ORD002382,DP0098,33,4.9,2023-09-23T00:00:00Z,1,Sunday,September,1,0,windy,high,bike,12.48,Taco Town,South,None,0,45.7,40.1
ORD002383,DP0240,18,4.4,2023-09-24T00:00:00Z,7,Sunday,September,1,0,rainy,high,bike,12.42,Roll Master,Central,None,0,39.2,46.3
ORD002384,DP0265,27,3.8,2023-09-24T00:00:00Z,9,Sunday,September,1,0,sunny,medium,bike,5.23,Sandwich Stop,Central,None,0,22.2,24.6
ORD002385,DP0430,26,3.4,2023-09-24T00:00:00Z,19,Sunday,September,1,1,rainy,high,scooter,7.85,Dosa Point,North,None,0,41.3,40
ORD002386,DP0240,28,4.2,2023-09-24T00:00:00Z,0,Monday,September,0,0,sunny,medium,scooter,6.56,Curry Corner,East,None,0,26.7,23.5
ORD002387,DP0443,25,3,2023-09-24T00:00:00Z,2,Monday,September,0,0,rainy,high,scooter,3.9,Dosa Point,South,None,1,29.7,28.5
ORD002388,DP0371,19,3.1,2023-09-24T00:00:00Z,3,Monday,September,0,0,windy,high,scooter,7.03,Salad Bowl,North,None,0,33.9,32.1
ORD002389,DP0067,24,3.1,2023-09-24T00:00:00Z,3,Monday,September,0,0,rainy,low,bike,4.92,Roll Master,West,None,0,23.7,25.4
ORD002390,DP0039,29,3,2023-09-24T00:00:00Z,4,Monday,September,0,0,rainy,high,bike,9.38,Salad Bowl,Central,None,0,31.5,30.7
