order_id,delivery_person_id,age,rating,order_date,order_hour,day_of_week,month,is_weekend,is_peak_hour,weather,traffic,vehicle,distance_km,restaurant_name,city_zone,festival,multiple_deliveries,actual_time_mins,estimated_mins,delay_mins,is_delayed,delivery_cost_inr,efficiency_score,on_time_pct,cost_per_km
ORD002967,DP0266,32,4.8,2023-11-26T00:00:00Z,18,Sunday,November,1,0,cloudy,high,scooter,3.73,Pizza Hub,South,Diwali,1,31,30.1,0.9,1,46.1,100,0,12.36
ORD002968,DP0110,30,3.1,2023-11-26T00:00:00Z,18,Sunday,November,1,0,sunny,medium,scooter,3.21,Taco Town,Central,None,0,12.5,12.1,0.4,1,32.33,100,0,10.07
ORD002969,DP0071,23,4.9,2023-11-26T00:00:00Z,21,Sunday,November,1,1,cloudy,low,bicycle,13.64,Curry Corner,Central,None,0,38.4,33.2,5.2,1,86.4,100,0,6.33
ORD002970,DP0487,30,3.5,2023-11-27T00:00:00Z,6,Monday,November,0,0,cloudy,high,scooter,2.47,BBQ Junction,North,Navratri,0,26.9,32.2,-5.3,0,34.09,100,1,13.8
ORD002971,DP0462,21,4.4,2023-11-27T00:00:00Z,8,Monday,November,0,0,sunny,medium,scooter,4.89,Roll Master,West,Diwali,0,26.3,30.6,-4.3,0,53.39,100,1,10.92
ORD002972,DP0068,35,4.2,2023-11-27T00:00:00Z,9,Monday,November,0,0,windy,medium,bike,10.06,Biryani Express,West,Christmas,0,38.5,45.1,-6.6,0,77.68,100,1,7.72
ORD002973,DP0463,32,3.2,2023-11-27T00:00:00Z,10,Monday,November,0,0,sunny,medium,bike,6.03,Wrap Zone,North,Diwali,1,28.2,26.2,2,1,50.68,100,0,8.4
ORD002974,DP0216,26,3.2,2023-11-27T00:00:00Z,10,Monday,November,0,0,sunny,low,scooter,6.48,Rice Bucket,West,None,1,30.5,26.7,3.8,1,52.35,100,0,8.08
ORD002975,DP0107,28,4.9,2023-11-27T00:00:00Z,16,Monday,November,0,0,sunny,medium,bike,11.43,Roll Master,South,Holi,1,39.7,43.1,-3.4,0,97.42,100,1,8.52
ORD002976,DP0148,30,5,2023-11-27T00:00:00Z,19,Monday,November,0,1,sunny,high,bike,7.97,Salad Bowl,West,Holi,1,43.2,44.4,-1.2,0,80.67,100,1,10.12
ORD002977,DP0300,20,3.6,2023-11-27T00:00:00Z,20,Monday,November,0,1,cloudy,high,bike,3.15,Salad Bowl,West,None,0,23.1,24.2,-1.1,0,40.47,100,1,12.85
ORD002978,DP0103,33,3.3,2023-11-27T00:00:00Z,20,Monday,November,0,1,sunny,medium,scooter,6.6,Wrap Zone,North,None,0,28.6,26.9,1.7,1,54.93,100,0,8.32
ORD002979,DP0027,25,3.2,2023-11-27T00:00:00Z,20,Monday,November,0,1,rainy,jam,scooter,4.06,Sushi Spot,South,None,0,31.5,36.2,-4.7,0,48.36,100,1,11.91
ORD002980,DP0289,32,3.9,2023-11-27T00:00:00Z,21,Monday,November,0,1,sunny,medium,bike,8.56,Spice Garden,Central,None,0,25.4,25.2,0.2,1,64.52,100,0,7.54
ORD002981,DP0254,30,3.7,2023-11-27T00:00:00Z,0,Tuesday,November,0,0,sunny,high,scooter,6.48,Sandwich Stop,South,None,0,28,24.6,3.4,1,58.47,100,0,9.02
ORD002982,DP0025,26,3.6,2023-11-27T00:00:00Z,3,Tuesday,November,0,0,sunny,high,bike,6.06,Wrap Zone,North,Holi,0,31.9,30,1.9,1,63.14,100,0,10.42
ORD002983,DP0447,18,3.1,2023-11-27T00:00:00Z,3,Tuesday,November,0,0,sunny,medium,bicycle,2.34,Curry Corner,East,Diwali,0,21.4,24.6,-3.2,0,41.91,100,1,17.91
ORD002984,DP0007,33,4.5,2023-11-27T00:00:00Z,3,Tuesday,November,0,0,rainy,medium,bike,7.99,Noodle House,West,None,1,34,35.9,-1.9,0,60.33,100,1,7.55
ORD002985,DP0353,25,4.8,2023-11-27T00:00:00Z,4,Tuesday,November,0,0,windy,medium,scooter,7.06,Curry Corner,West,None,0,26.3,29.4,-3.1,0,62.56,100,1,8.86
ORD002986,DP0294,27,4.2,2023-11-27T00:00:00Z,4,Tuesday,November,0,0,foggy,high,scooter,2.81,Sushi Spot,East,Eid,0,30.2,35.8,-5.6,0,42.54,100,1,15.14
ORD002987,DP0218,31,4.9,2023-11-28T00:00:00Z,5,Tuesday,November,0,0,rainy,low,bike,4.18,Dosa Point,South,None,0,15.7,13.8,1.9,1,33.76,100,0,8.08
ORD002988,DP0318,27,3.2,2023-11-28T00:00:00Z,16,Tuesday,November,0,0,sunny,medium,bike,4.58,Sandwich Stop,East,None,0,15.7,16.3,-0.6,0,37.58,100,1,8.21
ORD002989,DP0033,19,3.7,2023-11-28T00:00:00Z,16,Tuesday,November,0,0,sunny,low,bike,8.21,Wrap Zone,East,New Year,1,37.9,43.8,-5.9,0,63.67,100,1,7.76
ORD002990,DP0379,30,3.5,2023-11-28T00:00:00Z,17,Tuesday,November,0,0,sunny,medium,scooter,2.76,Dosa Point,South,Navratri,0,19.7,23,-3.3,0,41.58,100,1,15.07
ORD002991,DP0164,27,3.6,2023-11-28T00:00:00Z,18,Tuesday,November,0,0,sunny,high,scooter,3.19,Dosa Point,Central,None,1,21.6,24.3,-2.7,0,45.48,100,1,14.26
ORD002992,DP0319,23,3.3,2023-11-28T00:00:00Z,22,Tuesday,November,0,0,cloudy,medium,bicycle,7.46,Curry Corner,East,None,0,27.6,28.1,-0.5,0,64.15,100,1,8.6
ORD002993,DP0292,32,4.8,2023-11-28T00:00:00Z,5,Wednesday,November,0,0,rainy,high,bike,6.12,Salad Bowl,North,None,0,33.1,35.9,-2.8,0,62.12,100,1,10.15
ORD002994,DP0098,21,4.9,2023-11-29T00:00:00Z,6,Wednesday,November,0,0,foggy,medium,scooter,5.1,BBQ Junction,Central,None,1,34.4,34.5,-0.1,0,46.88,100,1,9.19
ORD002995,DP0359,19,4.1,2023-11-29T00:00:00Z,6,Wednesday,November,0,0,sunny,medium,bike,6.93,Dosa Point,North,None,1,27.3,28.9,-1.6,0,57.3,100,1,8.27
ORD002996,DP0413,26,4.4,2023-11-29T00:00:00Z,9,Wednesday,November,0,0,rainy,high,scooter,5.33,Burger Palace,East,None,0,26.5,25.1,1.4,1,49.92,100,0,9.37
ORD002997,DP0358,33,4.8,2023-11-29T00:00:00Z,13,Wednesday,November,0,1,sunny,high,bike,2.44,Burger Palace,East,None,0,16.8,17.7,-0.9,0,40.65,100,1,16.66
ORD002998,DP0218,26,3.8,2023-11-29T00:00:00Z,13,Wednesday,November,0,1,rainy,high,scooter,3.32,Burger Palace,North,None,0,23.7,23.6,0.1,1,46.73,100,0,14.08
ORD002999,DP0315,24,3.4,2023-11-29T00:00:00Z,14,Wednesday,November,0,0,cloudy,medium,scooter,7.71,Biryani Express,East,None,0,27.8,28.5,-0.7,0,54.93,100,1,7.12
ORD003000,DP0320,19,4.2,2023-11-29T00:00:00Z,16,Wednesday,November,0,0,sunny,high,scooter,3.39,Sushi Spot,North,None,0,16.7,19,-2.3,0,41.5,100,1,12.24
ORD003001,DP0012,30,3.1,2023-11-29T00:00:00Z,17,Wednesday,November,0,0,sunny,high,bike,12.47,Spice Garden,North,None,0,38.1,36.1,2,1,93.93,100,0,7.53
ORD003002,DP0194,22,3.4,2023-11-29T00:00:00Z,17,Wednesday,November,0,0,cloudy,medium,bike,12.7,Rice Bucket,North,None,0,38.2,35.8,2.4,1,82.45,100,0,6.49
ORD003003,DP0380,30,4.3,2023-11-29T00:00:00Z,18,Wednesday,November,0,0,cloudy,medium,scooter,2.9,Sushi Spot,South,None,0,14.7,16.2,-1.5,0,41.03,100,1,14.15
ORD003004,DP0239,30,4.6,2023-11-29T00:00:00Z,23,Wednesday,November,0,0,cloudy,low,bike,10.23,Dosa Point,North,None,1,35.4,31.7,3.7,1,63.86,100,0,6.24
ORD003005,DP0214,18,4.3,2023-11-29T00:00:00Z,1,Thursday,November,0,0,cloudy,high,scooter,6.47,Noodle House,Central,Navratri,0,32.8,33.4,-0.6,0,78.99,100,1,12.21
ORD003006,DP0419,22,4,2023-11-29T00:00:00Z,1,Thursday,November,0,0,sunny,jam,bicycle,6.87,Wrap Zone,South,None,1,42.9,50.6,-7.7,0,61.36,100,1,8.93
ORD003007,DP0331,25,3.8,2023-11-29T00:00:00Z,3,Thursday,November,0,0,rainy,high,scooter,6.3,Salad Bowl,Central,None,1,36.3,34.4,1.9,1,62.57,100,0,9.93
ORD003008,DP0381,19,4.2,2023-11-30T00:00:00Z,6,Thursday,November,0,0,sunny,medium,bicycle,7.24,Spice Garden,West,None,0,25.8,26.2,-0.4,0,55.23,100,1,7.63
ORD003009,DP0065,21,4.2,2023-11-30T00:00:00Z,10,Thursday,November,0,0,sunny,high,scooter,4.96,Spice Garden,East,Christmas,0,32,29.4,2.6,1,61.05,100,0,12.31
ORD003010,DP0374,29,4.1,2023-11-30T00:00:00Z,21,Thursday,November,0,1,sunny,medium,bike,4.55,Wrap Zone,Central,None,1,28.1,27,1.1,1,46.09,100,0,10.13
ORD003011,DP0339,30,4,2023-11-30T00:00:00Z,2,Friday,December,0,0,windy,medium,bike,14.48,Sushi Spot,South,None,0,35.1,39.7,-4.6,0,99.62,100,1,6.88
ORD003012,DP0070,34,5,2023-11-30T00:00:00Z,5,Friday,December,0,0,rainy,medium,bike,3.91,Pizza Hub,West,Diwali,1,34.1,30.8,3.3,1,43.9,100,0,11.23
ORD003013,DP0122,30,3.7,2023-12-01T00:00:00Z,7,Friday,December,0,0,sunny,high,scooter,4.26,Rice Bucket,North,None,0,22,24.3,-2.3,0,46.48,100,1,10.91
ORD003014,DP0294,33,3.3,2023-12-01T00:00:00Z,10,Friday,December,0,0,sunny,medium,scooter,3.46,Biryani Express,Central,None,1,23.2,22.4,0.8,1,31.34,100,0,9.06
ORD003015,DP0100,27,4.1,2023-12-01T00:00:00Z,11,Friday,December,0,0,cloudy,high,bike,6.96,Sushi Spot,West,None,0,29.5,29.6,-0.1,0,63.8,100,1,9.17
ORD003016,DP0244,27,3.7,2023-12-01T00:00:00Z,11,Friday,December,0,0,sunny,medium,scooter,4.42,Spice Garden,West,None,1,19.5,22.9,-3.4,0,48.53,100,1,10.98
ORD003017,DP0434,26,3.1,2023-12-01T00:00:00Z,18,Friday,December,0,0,cloudy,medium,bike,6.33,Wrap Zone,South,None,0,25.5,22.8,2.7,1,50.78,100,0,8.02
ORD003018,DP0069,27,4,2023-12-01T00:00:00Z,21,Friday,December,0,1,cloudy,jam,scooter,7.07,Salad Bowl,North,None,1,39,37.9,1.1,1,60.19,100,0,8.51
ORD003019,DP0067,33,3.7,2023-12-01T00:00:00Z,23,Friday,December,0,0,rainy,low,bike,20.8,Taco Town,South,Diwali,0,57,51.8,5.2,1,128.85,100,0,6.19
ORD003020,DP0465,36,4.4,2023-12-01T00:00:00Z,0,Saturday,December,1,0,cloudy,medium,scooter,3.18,Taco Town,South,None,0,11.4,13,-1.6,0,26.47,100,1,8.32
ORD003021,DP0461,35,4.8,2023-12-01T00:00:00Z,2,Saturday,December,1,0,sunny,medium,scooter,11.08,Roll Master,North,None,1,37.8,38.5,-0.7,0,75.39,100,1,6.8
ORD003022,DP0268,26,4.7,2023-12-02T00:00:00Z,8,Saturday,December,1,0,sunny,high,bike,6.45,Sushi Spot,Central,None,0,29.5,34.1,-4.6,0,59.23,100,1,9.18
ORD003023,DP0360,28,4.3,2023-12-02T00:00:00Z,9,Saturday,December,1,0,sunny,low,scooter,3.29,Spice Garden,East,None,1,16.2,16.6,-0.4,0,36.73,100,1,11.16
ORD003024,DP0371,34,3.4,2023-12-02T00:00:00Z,21,Saturday,December,1,1,sunny,high,scooter,16.02,Burger Palace,South,None,0,49.5,46.2,3.3,1,110.47,100,0,6.9
ORD003025,DP0123,28,4.3,2023-12-02T00:00:00Z,0,Sunday,December,1,0,foggy,low,scooter,12.11,Noodle House,West,None,1,38.7,42.4,-3.7,0,74.07,100,1,6.12
ORD003026,DP0276,25,4,2023-12-02T00:00:00Z,4,Sunday,December,1,0,foggy,medium,bike,7.78,Spice Garden,North,None,0,34.4,29.8,4.6,1,66.25,100,0,8.52
ORD003027,DP0436,28,4.1,2023-12-03T00:00:00Z,6,Sunday,December,1,0,sunny,high,bike,15.28,Noodle House,West,None,0,42.3,40.3,2,1,112.72,100,0,7.38
ORD003028,DP0268,25,5,2023-12-03T00:00:00Z,7,Sunday,December,1,0,foggy,medium,bike,7.17,Burger Palace,Central,Diwali,0,34.5,31.4,3.1,1,65.86,100,0,9.19
ORD003029,DP0395,21,4.5,2023-12-03T00:00:00Z,7,Sunday,December,1,0,sunny,medium,scooter,5.23,Salad Bowl,Central,New Year,1,36.9,43.8,-6.9,0,47.58,100,1,9.1
ORD003030,DP0423,27,4.5,2023-12-03T00:00:00Z,7,Sunday,December,1,0,windy,low,bike,9.87,Pizza Hub,South,None,0,32.8,28,4.8,1,70.01,100,0,7.09
ORD003031,DP0120,32,4.4,2023-12-03T00:00:00Z,14,Sunday,December,1,0,sunny,high,bike,11.42,Wrap Zone,South,None,1,42.6,48.5,-5.9,0,97.9,100,1,8.57
ORD003032,DP0007,40,4,2023-12-03T00:00:00Z,0,Monday,December,0,0,sunny,medium,scooter,2.43,Pizza Hub,South,None,0,11.7,10.1,1.6,1,26.16,100,0,10.77
ORD003033,DP0478,22,4.4,2023-12-03T00:00:00Z,1,Monday,December,0,0,sunny,medium,bike,7.33,Sushi Spot,North,Holi,1,37.2,38.7,-1.5,0,55.79,100,1,7.61
ORD003034,DP0008,35,3.8,2023-12-03T00:00:00Z,2,Monday,December,0,0,windy,low,bike,10.34,Biryani Express,North,None,0,31,29.2,1.8,1,82.51,100,0,7.98
ORD003035,DP0142,26,4.3,2023-12-03T00:00:00Z,4,Monday,December,0,0,cloudy,medium,bike,7.94,Spice Garden,Central,None,0,28.2,25.2,3,1,57.49,100,0,7.24
ORD003036,DP0243,25,3.4,2023-12-03T00:00:00Z,4,Monday,December,0,0,sunny,medium,bike,5.22,Dosa Point,South,None,1,24,22.5,1.5,1,46.89,100,0,8.98
ORD003037,DP0100,27,3.8,2023-12-03T00:00:00Z,4,Monday,December,0,0,sunny,high,bike,4.59,BBQ Junction,West,None,1,22.8,24.6,-1.8,0,57.57,100,1,12.54
ORD003038,DP0403,28,4.8,2023-12-04T00:00:00Z,5,Monday,December,0,0,sunny,low,bike,5.11,Sandwich Stop,Central,Christmas,0,20.2,18.7,1.5,1,53.37,100,0,10.44
ORD003039,DP0429,35,3.5,2023-12-04T00:00:00Z,8,Monday,December,0,0,cloudy,low,bike,6.63,Noodle House,East,None,0,19.9,17,2.9,1,52.38,100,0,7.9
ORD003040,DP0050,23,4.2,2023-12-04T00:00:00Z,12,Monday,December,0,1,cloudy,low,scooter,5.16,Salad Bowl,West,New Year,0,29,24.7,4.3,1,44.45,100,0,8.61
ORD003041,DP0356,21,3.1,2023-12-04T00:00:00Z,15,Monday,December,0,0,cloudy,low,bike,6.36,Sandwich Stop,South,None,1,32.7,35.4,-2.7,0,53.71,100,1,8.44
ORD003042,DP0321,31,3.5,2023-12-04T00:00:00Z,23,Monday,December,0,0,cloudy,high,scooter,8.14,Noodle House,North,None,0,25.6,28.8,-3.2,0,75.09,100,1,9.22
ORD003043,DP0117,30,4.1,2023-12-04T00:00:00Z,23,Monday,December,0,0,sunny,high,scooter,8.79,Salad Bowl,West,None,0,27.7,31.1,-3.4,0,67.1,100,1,7.63
ORD003044,DP0136,32,3.7,2023-12-04T00:00:00Z,23,Monday,December,0,0,rainy,medium,bike,5.61,Taco Town,East,None,0,22.4,19.3,3.1,1,57.19,100,0,10.19
ORD003045,DP0035,21,5,2023-12-05T00:00:00Z,11,Tuesday,December,0,0,sunny,high,scooter,3.77,Sushi Spot,East,None,1,27.1,31.1,-4,0,46.86,100,1,12.43
ORD003046,DP0220,35,3.3,2023-12-05T00:00:00Z,15,Tuesday,December,0,0,sunny,high,scooter,5.8,Biryani Express,West,None,0,22.6,19.5,3.1,1,68.22,100,0,11.76
ORD003047,DP0115,18,4.7,2023-12-05T00:00:00Z,17,Tuesday,December,0,0,foggy,medium,scooter,6.35,Sandwich Stop,North,None,0,27.8,31.8,-4,0,51.99,100,1,8.19
ORD003048,DP0098,22,3.1,2023-12-05T00:00:00Z,22,Tuesday,December,0,0,sunny,medium,scooter,2.14,BBQ Junction,East,None,1,19,21.9,-2.9,0,26.24,100,1,12.26
ORD003049,DP0118,22,3.6,2023-12-05T00:00:00Z,23,Tuesday,December,0,0,cloudy,high,bicycle,2.34,Taco Town,South,None,1,21.9,22.7,-0.8,0,34.98,100,1,14.95
ORD003050,DP0133,18,4.7,2023-12-05T00:00:00Z,1,Wednesday,December,0,0,sunny,medium,bike,5.24,Wrap Zone,North,None,0,26.1,31.3,-5.2,0,56.95,100,1,10.87
ORD003051,DP0485,33,4.4,2023-12-05T00:00:00Z,1,Wednesday,December,0,0,sunny,high,scooter,4.08,Pizza Hub,East,Holi,0,33.2,35.3,-2.1,0,58.92,100,1,14.44
ORD003052,DP0318,20,3.6,2023-12-05T00:00:00Z,3,Wednesday,December,0,0,windy,high,bike,4.78,Spice Garden,North,New Year,1,34.8,30.2,4.6,1,58.53,100,0,12.24
ORD003053,DP0492,28,4.9,2023-12-05T00:00:00Z,3,Wednesday,December,0,0,rainy,high,bike,4.31,BBQ Junction,East,None,0,27.1,28.9,-1.8,0,45.86,100,1,10.64
ORD003054,DP0087,30,3.2,2023-12-06T00:00:00Z,8,Wednesday,December,0,0,cloudy,high,bicycle,2.06,Roll Master,South,None,1,20.4,18.2,2.2,1,31.21,100,0,15.15
ORD003055,DP0095,20,3.3,2023-12-06T00:00:00Z,13,Wednesday,December,0,1,cloudy,medium,bike,5.27,Sandwich Stop,North,None,0,29.7,34.3,-4.6,0,45.07,100,1,8.55
ORD003056,DP0009,29,3.1,2023-12-06T00:00:00Z,14,Wednesday,December,0,0,sunny,high,scooter,4.88,Taco Town,West,None,0,21.7,25.5,-3.8,0,48.61,100,1,9.96
ORD003057,DP0175,31,4.6,2023-12-06T00:00:00Z,20,Wednesday,December,0,1,rainy,high,bike,5.11,Salad Bowl,South,None,0,28.5,26,2.5,1,63.3,100,0,12.39
ORD003058,DP0467,29,3.6,2023-12-06T00:00:00Z,21,Wednesday,December,0,1,cloudy,low,bike,4.14,Curry Corner,East,None,0,17.1,17.3,-0.2,0,42.7,100,1,10.31
ORD003059,DP0018,27,4.8,2023-12-06T00:00:00Z,23,Wednesday,December,0,0,sunny,medium,bicycle,12.14,Rice Bucket,Central,None,0,31.1,26.7,4.4,1,81.77,100,0,6.74
ORD003060,DP0387,18,3.3,2023-12-06T00:00:00Z,0,Thursday,December,0,0,windy,medium,bicycle,4.92,Biryani Express,West,None,0,28.5,32.5,-4,0,40.9,100,1,8.31
ORD003061,DP0254,36,4,2023-12-07T00:00:00Z,8,Thursday,December,0,0,rainy,medium,bike,4.27,Pizza Hub,South,None,0,23.1,23.5,-0.4,0,47.24,100,1,11.06
ORD003062,DP0189,31,4.7,2023-12-07T00:00:00Z,9,Thursday,December,0,0,cloudy,medium,bike,6.36,Sushi Spot,West,None,0,27,25.3,1.7,1,46.36,100,0,7.29
ORD003063,DP0054,29,3.4,2023-12-07T00:00:00Z,13,Thursday,December,0,1,cloudy,high,bicycle,6.54,Pizza Hub,North,Navratri,1,47.7,51.8,-4.1,0,72.87,100,1,11.14
ORD003064,DP0032,27,3,2023-12-07T00:00:00Z,14,Thursday,December,0,0,windy,medium,scooter,7.42,Sushi Spot,North,None,0,27.9,29.1,-1.2,0,52.98,100,1,7.14
ORD003065,DP0395,28,4.8,2023-12-07T00:00:00Z,15,Thursday,December,0,0,rainy,medium,bicycle,2.56,Sandwich Stop,Central,None,1,24.8,21.5,3.3,1,31.93,100,0,12.47
ORD003066,DP0019,23,4.3,2023-12-07T00:00:00Z,5,Friday,December,0,0,cloudy,medium,bike,9.44,Spice Garden,North,None,0,30.5,36.4,-5.9,0,59.93,100,1,6.35
ORD003067,DP0464,24,3.1,2023-12-08T00:00:00Z,7,Friday,December,0,0,foggy,high,scooter,5.64,Sushi Spot,South,None,1,32.3,28.8,3.5,1,57.99,100,0,10.28
ORD003068,DP0299,28,3.6,2023-12-08T00:00:00Z,10,Friday,December,0,0,cloudy,medium,scooter,6.65,Taco Town,East,None,0,19.4,20.9,-1.5,0,54.54,100,1,8.2
ORD003069,DP0493,36,3.5,2023-12-08T00:00:00Z,11,Friday,December,0,0,cloudy,medium,bike,5,BBQ Junction,West,New Year,1,31.1,27.7,3.4,1,53,100,0,10.6
ORD003070,DP0218,29,4.6,2023-12-08T00:00:00Z,11,Friday,December,0,0,sunny,low,bike,4.82,Roll Master,East,None,0,19.5,19.1,0.4,1,46.91,100,0,9.73
ORD003071,DP0273,26,4.9,2023-12-08T00:00:00Z,19,Friday,December,0,1,sunny,medium,scooter,7.28,Pizza Hub,East,None,1,33.3,31.9,1.4,1,63.09,100,0,8.67
ORD003072,DP0098,29,4.3,2023-12-08T00:00:00Z,2,Saturday,December,1,0,sunny,low,bike,6.98,Rice Bucket,South,None,0,20.7,19,1.7,1,48.77,100,0,6.99
ORD003073,DP0194,22,3.7,2023-12-09T00:00:00Z,5,Saturday,December,1,0,sunny,medium,bike,5.74,Spice Garden,East,None,0,24.3,22.5,1.8,1,57.76,100,0,10.06
ORD003074,DP0363,25,4.8,2023-12-09T00:00:00Z,6,Saturday,December,1,0,sunny,high,bike,8.09,Sandwich Stop,Central,New Year,0,40.3,37.1,3.2,1,78.37,100,0,9.69
ORD003075,DP0455,28,3.4,2023-12-09T00:00:00Z,10,Saturday,December,1,0,cloudy,medium,scooter,10.82,Biryani Express,Central,Diwali,1,46.6,47.2,-0.6,0,83.64,100,1,7.73
ORD003076,DP0110,33,3,2023-12-09T00:00:00Z,17,Saturday,December,1,0,cloudy,medium,bike,3.82,Taco Town,East,None,1,22,22,0,0,34.6,100,1,9.06
ORD003077,DP0064,30,3.1,2023-12-09T00:00:00Z,18,Saturday,December,1,0,foggy,low,bike,4.84,Biryani Express,North,None,0,15.5,13.8,1.7,1,48.26,100,0,9.97
ORD003078,DP0172,32,4.9,2023-12-09T00:00:00Z,18,Saturday,December,1,0,sunny,jam,bike,5.59,Rice Bucket,West,None,0,29.7,30.1,-0.4,0,54.87,100,1,9.82
ORD003079,DP0012,29,4.4,2023-12-09T00:00:00Z,20,Saturday,December,1,1,cloudy,medium,bike,3.21,Rice Bucket,West,None,1,27.7,28.6,-0.9,0,27.07,100,1,8.43
ORD003080,DP0125,24,4.8,2023-12-09T00:00:00Z,21,Saturday,December,1,1,sunny,high,bike,9.52,Taco Town,North,None,0,36.6,32.1,4.5,1,78.48,100,0,8.24
ORD003081,DP0017,29,4.9,2023-12-09T00:00:00Z,22,Saturday,December,1,0,sunny,low,bike,5.88,Rice Bucket,East,None,1,25.8,27.4,-1.6,0,54.12,100,1,9.2
ORD003082,DP0381,26,4.4,2023-12-10T00:00:00Z,6,Sunday,December,1,0,foggy,medium,bike,3.33,Sushi Spot,Central,None,1,29.4,34.1,-4.7,0,32.82,100,1,9.86
ORD003083,DP0402,26,4.1,2023-12-10T00:00:00Z,8,Sunday,December,1,0,rainy,high,scooter,6.71,Curry Corner,South,Navratri,0,38,33,5,1,62.93,100,0,9.38
ORD003084,DP0253,27,4.7,2023-12-10T00:00:00Z,11,Sunday,December,1,0,rainy,jam,bike,5.4,Rice Bucket,North,None,0,34.7,29.7,5,1,59.2,100,0,10.96
ORD003085,DP0471,35,4.9,2023-12-10T00:00:00Z,20,Sunday,December,1,1,sunny,low,bike,4.69,Curry Corner,Central,Christmas,0,23.8,26.6,-2.8,0,39.27,100,1,8.37
ORD003086,DP0123,20,4.6,2023-12-10T00:00:00Z,23,Sunday,December,1,0,windy,low,bike,4.17,Wrap Zone,East,None,0,20.6,21.6,-1,0,40.51,100,1,9.71
ORD003087,DP0088,33,3.9,2023-12-10T00:00:00Z,4,Monday,December,0,0,sunny,jam,bike,15.56,Spice Garden,North,None,0,45.6,49.4,-3.8,0,110.74,100,1,7.12
ORD003088,DP0317,26,3.4,2023-12-10T00:00:00Z,5,Monday,December,0,0,cloudy,low,bike,11.21,Rice Bucket,West,None,1,34.5,39.9,-5.4,0,79.49,100,1,7.09
ORD003089,DP0277,36,4,2023-12-11T00:00:00Z,6,Monday,December,0,0,foggy,high,bike,4.56,Salad Bowl,North,None,0,27.6,24,3.6,1,58.05,100,0,12.73
ORD003090,DP0386,25,4.4,2023-12-11T00:00:00Z,10,Monday,December,0,0,sunny,high,scooter,6.87,Sandwich Stop,East,None,0,25.2,24.1,1.1,1,61.87,100,0,9.01
ORD003091,DP0199,29,3.2,2023-12-11T00:00:00Z,13,Monday,December,0,1,sunny,low,bike,6.62,Dosa Point,South,New Year,1,32.6,31.1,1.5,1,53.36,100,0,8.06
ORD003092,DP0362,32,4.9,2023-12-11T00:00:00Z,16,Monday,December,0,0,cloudy,medium,bike,8.77,Salad Bowl,West,None,0,25.2,22.4,2.8,1,68.09,100,0,7.76
ORD003093,DP0013,27,4.1,2023-12-11T00:00:00Z,21,Monday,December,0,1,rainy,jam,bicycle,4.75,Rice Bucket,East,None,0,38.5,37.7,0.8,1,45.85,100,0,9.65
ORD003094,DP0190,31,3.6,2023-12-11T00:00:00Z,2,Tuesday,December,0,0,sunny,low,scooter,14.06,Sandwich Stop,Central,None,0,29.8,35,-5.2,0,85.1,100,1,6.05
ORD003095,DP0166,32,4.4,2023-12-12T00:00:00Z,5,Tuesday,December,0,0,sunny,low,scooter,8.62,Taco Town,West,Holi,0,34.1,37.1,-3,0,69.16,100,1,8.02
ORD003096,DP0428,33,3.9,2023-12-12T00:00:00Z,15,Tuesday,December,0,0,sunny,high,scooter,8.28,Rice Bucket,North,Holi,0,35.2,35.9,-0.7,0,73.51,100,1,8.88
ORD003097,DP0361,34,3.4,2023-12-12T00:00:00Z,16,Tuesday,December,0,0,sunny,high,bike,4.88,Pizza Hub,Central,None,0,18.3,19.9,-1.6,0,49.21,100,1,10.08
ORD003098,DP0100,27,5,2023-12-12T00:00:00Z,17,Tuesday,December,0,0,cloudy,high,bike,10.05,Sushi Spot,West,None,0,34.3,31.2,3.1,1,79.53,100,0,7.91
ORD003099,DP0404,33,3,2023-12-12T00:00:00Z,18,Tuesday,December,0,0,sunny,high,bike,8.55,Roll Master,Central,None,0,29.2,27.8,1.4,1,72.15,100,0,8.44
ORD003100,DP0114,22,3.4,2023-12-12T00:00:00Z,5,Wednesday,December,0,0,sunny,medium,bike,8.28,Wrap Zone,West,None,0,26.8,24.3,2.5,1,58.32,100,0,7.04
ORD003101,DP0139,25,3.1,2023-12-13T00:00:00Z,13,Wednesday,December,0,1,cloudy,medium,scooter,4.18,Pizza Hub,Central,None,1,28.4,33.7,-5.3,0,37.18,100,1,8.89
ORD003102,DP0330,29,4.9,2023-12-13T00:00:00Z,18,Wednesday,December,0,0,sunny,jam,bike,7.12,Rice Bucket,East,Eid,0,33.9,32.9,1,1,65.89,100,0,9.25
ORD003103,DP0404,31,3.7,2023-12-13T00:00:00Z,18,Wednesday,December,0,0,cloudy,medium,scooter,5.64,Noodle House,South,None,1,28.9,30.8,-1.9,0,40.89,100,1,7.25
ORD003104,DP0241,32,3.9,2023-12-13T00:00:00Z,3,Thursday,December,0,0,sunny,low,scooter,6.23,Roll Master,West,None,0,15,15.7,-0.7,0,48.43,100,1,7.77
ORD003105,DP0224,31,3.2,2023-12-13T00:00:00Z,3,Thursday,December,0,0,rainy,medium,bike,6.38,Dosa Point,North,Holi,1,42.1,48.1,-6,0,58.79,100,1,9.21
